Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-01-01,12.4760462989874,13.099848381779015,12.126107950675904,12.664708137512207,59875200.0,0.0,0.0
2002-02-01,12.628190280668333,13.054201983367726,11.337984305101301,12.752950668334961,48062600.0,0.0,0.0
2002-03-01,13.072466948163857,13.468048824823034,12.314775712856296,12.43040657043457,52129600.0,0.0,0.0
2002-04-01,11.487088610627326,12.8868393412493,11.207138928818328,12.089590072631836,70102600.0,0.0,0.0
2002-05-01,12.12610657170529,13.41935512636246,11.68183793504763,12.600805282592773,46838200.0,0.0,0.0
2002-06-01,12.673840520115887,12.96291877643089,11.578381859635723,12.080467224121094,48215400.0,0.0,0.0
2002-07-01,11.867461611629947,12.476049386585329,9.55178494219847,11.444493293762207,86681000.0,0.0,0.0
2002-08-01,11.444490711144947,11.471877201269338,9.874334652520378,10.924148559570312,70260000.0,0.0,0.0
2002-09-01,10.924149813727649,11.60272496828225,8.8853807614846,8.95841121673584,61051600.0,0.0,0.0
2002-10-01,9.022309087244636,10.056907665644705,7.178289223713191,9.341817855834961,93403200.0,0.0,0.0
2002-11-01,9.265744809871421,10.209054959379083,8.848862121937428,9.944319725036621,62945600.0,0.0,0.0
2002-12-01,10.193845494681408,10.574212863885938,8.231149637428214,8.751492500305176,66575600.0,0.0,0.0
2003-01-01,8.854947332662013,9.509178711966465,7.759489828964635,7.917722702026367,79084200.0,0.0,0.0
2003-02-01,7.9207663835949305,8.179415602278182,7.153946007645466,7.759490489959717,60852800.0,0.0,0.0
2003-03-01,7.820352145462594,9.058828017080048,7.290880337861372,8.526313781738281,74532200.0,0.0,0.0
2003-04-01,8.51109899255666,9.405723096876411,8.261578122057998,9.31747817993164,76886200.0,0.0,0.0
2003-05-01,9.29313184808483,10.163412200436982,9.010138554186023,9.889547348022461,83681600.0,0.0,0.0
2003-06-01,10.00213880770841,11.563166627432736,9.950409408922276,11.213228225708008,78706800.0,0.0,0.0
2003-07-01,11.251966485652764,12.48861507431345,10.995476554683028,12.216856956481934,73562600.0,0.0,0.0
2003-08-01,12.213802342643085,13.419915556938882,11.75578475479397,13.343579292297363,82846600.0,0.0,0.0
2003-09-01,13.389379609607804,13.856558315366762,12.519146706878491,12.793957710266113,85725600.0,0.0,0.0
2003-10-01,12.831940952087853,14.678637502428282,12.828877782235105,14.562261581420898,77222400.0,0.0,0.0
2003-11-01,14.553075817365668,15.496330114874041,14.231511878857294,15.033890724182129,62573000.0,0.0,0.0
2003-12-01,15.030824474649037,15.312575299394643,13.02793934510659,14.433633804321289,100147400.0,0.0,0.0
2004-01-01,14.47518761411376,15.276635407854855,13.864122853767688,14.579590797424316,67452000.0,0.0,0.0
2004-02-01,14.708560446888592,16.197840059654087,14.416845557511481,16.081153869628906,66800800.0,0.0,0.0
2004-03-01,16.059665153604072,16.78127606028039,14.892806334839522,16.597034454345703,72170000.0,0.0,0.0
2004-04-01,16.29882442545137,16.948315057938498,14.808997955771664,15.082953453063965,75987200.0,0.0,0.0
2004-05-01,15.098341809020962,15.363063182578982,13.771658478789089,14.685869216918945,79382400.0,0.0,0.0
2004-06-01,14.698179326904029,15.720125942187652,14.427301557123403,15.113729476928711,64062200.0,0.0,0.0
2004-07-01,15.077486772251946,15.27810887490308,13.602146534433736,14.790443420410156,92774200.0,0.0,0.0
2004-08-01,14.691672660475273,15.120695196817609,13.210159639003969,13.395349502563477,87803600.0,0.0,0.0
2004-09-01,13.41078272850535,14.506485090268852,13.250285305367441,14.021906852722168,84104600.0,0.0,0.0
2004-10-01,14.132241762941076,15.819441585622062,13.74217266730399,15.618216514587402,82698800.0,0.0,0.0
2004-11-01,15.618208675775472,18.005054518596342,15.27148168330193,16.964872360229492,98364600.0,0.0,0.0
2004-12-01,17.042268247533617,17.961715262977894,16.65529575698587,17.890512466430664,78517600.0,0.0,0.0
2005-01-01,17.955641075013315,18.43354815076011,16.819836669526012,17.626691818237305,74820200.0,0.0,0.0
2005-02-01,17.921499587884306,18.59181017446831,17.037062419409292,17.5180721282959,82936800.0,0.0,0.0
2005-03-01,17.688757114794097,20.0286386032167,17.533592578699412,19.74934196472168,153292400.0,0.0,0.0
2005-04-01,19.841750748576874,20.23983057195108,17.602556042680668,17.882455825805664,107226000.0,0.0,0.0
2005-05-01,18.00063178026584,21.61444170079063,17.94154118036968,20.976892471313477,117202600.0,0.0,0.0
