,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-13 09:30:00-04:00,3489.0,3495.39501953125,3452.800048828125,3463.094970703125,691696,0,0
2021-09-13 10:30:00-04:00,3462.570068359375,3471.909912109375,3453.93994140625,3461.25,280974,0,0
2021-09-13 11:30:00-04:00,3461.85009765625,3470.0,3458.0,3468.0,186124,0,0
2021-09-13 12:30:00-04:00,3468.219970703125,3473.719970703125,3461.706787109375,3463.99267578125,157589,0,0
2021-09-13 13:30:00-04:00,3464.7939453125,3465.2099609375,3447.010009765625,3448.280029296875,197638,0,0
2021-09-13 14:30:00-04:00,3448.02001953125,3456.97998046875,3438.0,3456.360107421875,264447,0,0
2021-09-13 15:30:00-04:00,3456.719970703125,3458.5,3445.60009765625,3455.9599609375,256606,0,0
2021-09-14 09:30:00-04:00,3482.447509765625,3486.805908203125,3461.31005859375,3466.72998046875,494802,0,0
2021-09-14 10:30:00-04:00,3467.2451171875,3471.044921875,3456.2900390625,3468.25,249823,0,0
2021-09-14 11:30:00-04:00,3468.489990234375,3474.639892578125,3461.5,3462.0,180945,0,0
2021-09-14 12:30:00-04:00,3461.77490234375,3461.93994140625,3445.010009765625,3452.7099609375,208563,0,0
2021-09-14 13:30:00-04:00,3451.070068359375,3456.800048828125,3443.75,3447.114990234375,136145,0,0
2021-09-14 14:30:00-04:00,3446.360107421875,3449.5,3437.71044921875,3443.0400390625,203807,0,0
2021-09-14 15:30:00-04:00,3443.0400390625,3452.0,3442.155029296875,3450.054931640625,204042,0,0
2021-09-15 09:30:00-04:00,3442.52001953125,3450.0,3402.010009765625,3408.5,813081,0,0
2021-09-15 10:30:00-04:00,3408.68505859375,3420.760009765625,3407.60888671875,3412.580078125,312343,0,0
2021-09-15 11:30:00-04:00,3412.64990234375,3427.860107421875,3407.919921875,3423.139892578125,213025,0,0
2021-09-15 12:30:00-04:00,3424.6298828125,3446.901611328125,3424.6298828125,3442.3798828125,275528,0,0
2021-09-15 13:30:00-04:00,3442.2099609375,3465.0,3440.830078125,3462.6201171875,339460,0,0
2021-09-15 14:30:00-04:00,3462.72998046875,3481.0,3462.210205078125,3477.989990234375,329373,0,0
2021-09-15 15:30:00-04:00,3477.919921875,3485.419921875,3473.969970703125,3475.3798828125,371424,0,0
2021-09-16 09:30:00-04:00,3456.139892578125,3477.139892578125,3446.143310546875,3464.02490234375,711317,0,0
2021-09-16 10:30:00-04:00,3463.0,3469.31494140625,3452.43994140625,3454.610107421875,253035,0,0
2021-09-16 11:30:00-04:00,3453.5400390625,3475.070068359375,3452.0,3474.0400390625,210855,0,0
2021-09-16 12:30:00-04:00,3474.739990234375,3478.830078125,3469.6298828125,3473.641357421875,157468,0,0
2021-09-16 13:30:00-04:00,3473.0400390625,3488.239990234375,3467.610107421875,3481.27490234375,273875,0,0
2021-09-16 14:30:00-04:00,3480.7099609375,3492.550048828125,3475.969970703125,3476.320068359375,279616,0,0
2021-09-16 15:30:00-04:00,3476.860107421875,3489.3701171875,3476.5,3488.56005859375,395231,0,0
2021-09-17 09:30:00-04:00,3485.0,3497.409912109375,3480.280029296875,3490.294921875,1026425,0,0
2021-09-17 10:30:00-04:00,3490.050048828125,3490.050048828125,3467.0,3471.77001953125,359274,0,0
2021-09-17 11:30:00-04:00,3471.1650390625,3480.949951171875,3460.60009765625,3477.31005859375,362938,0,0
2021-09-17 12:30:00-04:00,3479.669921875,3484.0,3470.610107421875,3476.87109375,229849,0,0
2021-09-17 13:30:00-04:00,3476.7099609375,3477.929931640625,3461.669921875,3462.14990234375,240398,0,0
2021-09-17 14:30:00-04:00,3461.0400390625,3469.179931640625,3452.1298828125,3456.82275390625,323235,0,0
2021-09-17 15:30:00-04:00,3457.52001953125,3466.330078125,3455.260009765625,3462.56005859375,480364,0,0
2021-09-20 09:30:00-04:00,3394.6298828125,3419.0,3366.0,3374.260009765625,1032396,0,0
2021-09-20 10:30:00-04:00,3374.2451171875,3378.0,3350.4130859375,3372.43505859375,493715,0,0
2021-09-20 11:30:00-04:00,3372.361083984375,3372.52001953125,3338.0,3344.52001953125,464729,0,0
2021-09-20 12:30:00-04:00,3344.27001953125,3347.56005859375,3334.280029296875,3344.47509765625,317145,0,0
2021-09-20 13:30:00-04:00,3343.889892578125,3344.839111328125,3312.179931640625,3314.18994140625,402395,0,0
2021-09-20 14:30:00-04:00,3313.840087890625,3323.658935546875,3305.010009765625,3321.52001953125,630989,0,0
2021-09-20 15:30:00-04:00,3321.52001953125,3358.35009765625,3320.510009765625,3356.1298828125,685020,0,0
2021-09-21 09:30:00-04:00,3375.0,3378.0,3341.800048828125,3352.39501953125,803496,0,0
2021-09-21 10:30:00-04:00,3352.659912109375,3374.699951171875,3342.239990234375,3364.0,405753,0,0
2021-09-21 11:30:00-04:00,3365.77001953125,3379.699951171875,3362.699951171875,3366.489990234375,255961,0,0
2021-09-21 12:30:00-04:00,3365.0,3368.763427734375,3339.0,3341.60009765625,251054,0,0
2021-09-21 13:30:00-04:00,3341.0,3342.889892578125,3332.389892578125,3333.830078125,316582,0,0
2021-09-21 14:30:00-04:00,3333.5,3361.0,3333.5,3355.0,295529,0,0
2021-09-21 15:30:00-04:00,3354.389892578125,3359.304931640625,3339.27001953125,3344.330078125,282208,0,0
2021-09-22 09:30:00-04:00,3351.0,3373.550048828125,3341.050048828125,3369.1455078125,559939,0,0
2021-09-22 10:30:00-04:00,3368.75,3374.510009765625,3361.199951171875,3368.1298828125,225156,0,0
2021-09-22 11:30:00-04:00,3368.949951171875,3383.360107421875,3368.762939453125,3372.72998046875,246433,0,0
2021-09-22 12:30:00-04:00,3373.1650390625,3376.300048828125,3358.780029296875,3368.75,168122,0,0
2021-09-22 13:30:00-04:00,3368.030029296875,3386.0,3357.010009765625,3381.802978515625,323625,0,0
2021-09-22 14:30:00-04:00,3383.0,3389.0,3361.0048828125,3381.85009765625,342082,0,0
2021-09-22 15:30:00-04:00,3381.989990234375,3387.75,3378.47998046875,3381.10009765625,305571,0,0
2021-09-23 09:30:00-04:00,3380.050048828125,3412.60009765625,3380.050048828125,3411.000244140625,661660,0,0
2021-09-23 10:30:00-04:00,3410.5048828125,3417.14990234375,3403.47998046875,3411.75390625,304125,0,0
2021-09-23 11:30:00-04:00,3411.090087890625,3415.0,3404.9599609375,3409.919921875,182762,0,0
2021-09-23 12:30:00-04:00,3410.6298828125,3426.139892578125,3408.330078125,3425.5048828125,244092,0,0
2021-09-23 13:30:00-04:00,3426.25,3427.5048828125,3419.239990234375,3423.0,243446,0,0
2021-09-23 14:30:00-04:00,3423.590087890625,3428.9599609375,3419.945068359375,3423.080078125,240485,0,0
2021-09-23 15:30:00-04:00,3423.010009765625,3426.0,3414.60009765625,3415.989990234375,324028,0,0
2021-09-24 09:30:00-04:00,3397.530029296875,3412.0,3394.580078125,3403.287109375,538126,0,0
2021-09-24 10:30:00-04:00,3403.1298828125,3405.25,3394.0,3395.0,246795,0,0
2021-09-24 11:30:00-04:00,3395.0,3411.56884765625,3393.7099609375,3410.34375,201961,0,0
2021-09-24 12:30:00-04:00,3410.989990234375,3418.199951171875,3406.728271484375,3413.8798828125,169101,0,0
2021-09-24 13:30:00-04:00,3413.610107421875,3413.610107421875,3400.02001953125,3404.0,174487,0,0
2021-09-24 14:30:00-04:00,3404.400390625,3410.699951171875,3397.02001953125,3408.449951171875,242104,0,0
2021-09-24 15:30:00-04:00,3408.889892578125,3429.260009765625,3408.701904296875,3426.56298828125,330608,0,0
2021-09-27 09:30:00-04:00,3378.830078125,3381.559814453125,3339.610107421875,3357.39990234375,1359177,0,0
2021-09-27 10:30:00-04:00,3357.5234375,3377.360107421875,3348.416748046875,3369.18994140625,540042,0,0
2021-09-27 11:30:00-04:00,3369.320068359375,3381.6201171875,3366.22998046875,3376.360107421875,306604,0,0
2021-09-27 12:30:00-04:00,3375.659912109375,3391.219970703125,3365.889892578125,3388.75,305532,0,0
2021-09-27 13:30:00-04:00,3388.77001953125,3399.5263671875,3385.1298828125,3397.280029296875,262158,0,0
2021-09-27 14:30:00-04:00,3397.589599609375,3415.570068359375,3390.550048828125,3410.0,363323,0,0
2021-09-27 15:30:00-04:00,3409.39990234375,3414.02001953125,3404.02490234375,3406.68994140625,261986,0,0
2021-09-28 09:30:00-04:00,3363.75,3369.18994140625,3321.56005859375,3331.969970703125,1015341,0,0
2021-09-28 10:30:00-04:00,3330.239990234375,3335.6201171875,3307.77001953125,3309.7900390625,493108,0,0
2021-09-28 11:30:00-04:00,3309.591796875,3322.334716796875,3296.0,3316.22998046875,611242,0,0
2021-09-28 12:30:00-04:00,3315.010009765625,3315.389892578125,3290.10009765625,3308.1298828125,436732,0,0
