Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-11,48.9900016784668,49.220001220703125,48.380001068115234,48.560001373291016,2035033,0,0
2018-12-12,49.20000076293945,50.15999984741211,48.97999954223633,49.2599983215332,1219082,0,0
2018-12-13,49.31999969482422,49.72999954223633,48.939998626708984,49.380001068115234,1353112,0,0
2018-12-14,48.86000061035156,49.380001068115234,47.91999816894531,48.040000915527344,2241691,0,0
2018-12-17,47.9900016784668,48.529998779296875,46.89739990234375,47.189998626708984,2082737,0,0
2018-12-18,47.540000915527344,47.72999954223633,46.20000076293945,46.959999084472656,2664396,0,0
2018-12-19,47.18000030517578,48.72999954223633,46.79999923706055,47.040000915527344,2217554,0,0
2018-12-20,46.65999984741211,47.56999969482422,46.4900016784668,46.86000061035156,3426779,0,0
2018-12-21,47.08000183105469,47.779998779296875,45.7599983215332,45.900001525878906,3929555,0,0
2018-12-24,45.68000030517578,46.439998626708984,44.61000061035156,44.939998626708984,1084666,0,0
2018-12-26,45.189998626708984,47.47999954223633,45.189998626708984,47.43000030517578,1571663,0,0
2018-12-27,46.77000045776367,48.0099983215332,46.150001525878906,47.81999969482422,2644414,0,0
2018-12-28,47.97999954223633,48.349998474121094,46.849998474121094,47.52000045776367,1482122,0,0
2018-12-31,47.81999969482422,48.0,47.22999954223633,47.779998779296875,1828439,0,0
2019-01-02,46.900001525878906,47.959999084472656,46.689998626708984,47.68000030517578,1369886,0,0
2019-01-03,47.209999084472656,47.7599983215332,46.650001525878906,46.88999938964844,2120994,0,0
2019-01-04,47.619998931884766,48.69499969482422,47.43000030517578,48.560001373291016,1819901,0,0
2019-01-07,48.790000915527344,49.310001373291016,48.11000061035156,48.83000183105469,1485165,0,0
2019-01-08,49.15999984741211,49.68000030517578,48.59000015258789,49.630001068115234,1117490,0,0
2019-01-09,49.72999954223633,50.71009826660156,49.70000076293945,50.29999923706055,1254247,0,0
2019-01-10,50.09000015258789,50.63999938964844,49.74909973144531,50.599998474121094,729092,0,0
2019-01-11,50.27000045776367,50.84000015258789,49.650001525878906,50.65999984741211,872017,0,0
2019-01-14,50.29999923706055,50.68000030517578,49.869998931884766,49.91999816894531,771897,0,0
2019-01-15,50.029998779296875,50.20050048828125,49.16999816894531,49.36000061035156,2173611,0,0
2019-01-16,49.209999084472656,49.54999923706055,49.08000183105469,49.31999969482422,1671336,0,0
2019-01-17,49.040000915527344,49.97999954223633,48.880001068115234,49.7400016784668,1920479,0,0
2019-01-18,50.25,50.45000076293945,49.880001068115234,50.060001373291016,865698,0,0
2019-01-22,49.84000015258789,50.369998931884766,49.33000183105469,49.63999938964844,878816,0,0
2019-01-23,49.849998474121094,49.90999984741211,48.88249969482422,49.27000045776367,881041,0,0
2019-01-24,49.25,49.7400016784668,49.18000030517578,49.5099983215332,816405,0,0
2019-01-25,49.90999984741211,50.369998931884766,49.56999969482422,50.08000183105469,677469,0,0
2019-01-28,49.66999816894531,50.0099983215332,49.380001068115234,49.84000015258789,1118116,0,0
2019-01-29,49.849998474121094,49.939998626708984,49.33000183105469,49.58000183105469,728885,0,0
2019-01-30,49.900001525878906,50.31999969482422,49.470001220703125,50.13999938964844,834421,0,0
2019-01-31,50.209999084472656,50.7400016784668,49.93000030517578,50.630001068115234,1732585,0,0
2019-02-01,50.52000045776367,50.9900016784668,50.119998931884766,50.91999816894531,872484,0,0
2019-02-04,50.97999954223633,51.650001525878906,50.81060028076172,51.529998779296875,755939,0,0
2019-02-05,51.4900016784668,51.93000030517578,51.43000030517578,51.84000015258789,731654,0,0
2019-02-06,51.75,51.9900016784668,51.20429992675781,51.93000030517578,809564,0,0
2019-02-07,51.5,51.849998474121094,51.029998779296875,51.290000915527344,598787,0,0
2019-02-08,51.099998474121094,51.7400016784668,51.02000045776367,51.72999954223633,595592,0,0
2019-02-11,51.939998626708984,52.27000045776367,51.33000183105469,52.189998626708984,878734,0,0
2019-02-12,52.529998779296875,53.31999969482422,52.4900016784668,53.2599983215332,924691,0,0
2019-02-13,53.380001068115234,53.70000076293945,53.08000183105469,53.40999984741211,927895,0,0
2019-02-14,53.08000183105469,54.1150016784668,53.08000183105469,53.93000030517578,1082445,0,0
2019-02-15,54.290000915527344,54.290000915527344,53.619998931884766,54.029998779296875,1301476,0,0
2019-02-19,54.0,54.06999969482422,53.099998474121094,53.31999969482422,1218554,0,0
2019-02-20,53.439998626708984,53.47999954223633,51.9900016784668,53.47999954223633,1996126,0,0
2019-02-21,53.88999938964844,57.06999969482422,53.75,56.529998779296875,4453044,0,0
2019-02-22,56.41999816894531,58.70000076293945,56.150001525878906,58.290000915527344,3662472,0,0
2019-02-25,58.439998626708984,59.31999969482422,58.290000915527344,59.209999084472656,2566452,0,0
2019-02-26,59.38999938964844,59.810001373291016,58.84000015258789,58.90999984741211,2044017,0,0
2019-02-27,58.79999923706055,58.939998626708984,58.09000015258789,58.47999954223633,872911,0,0
2019-02-28,58.52000045776367,59.4900016784668,58.130001068115234,58.66999816894531,1799081,0,0
2019-03-01,58.880001068115234,59.029998779296875,57.959999084472656,58.400001525878906,1403159,0,0
2019-03-04,59.27000045776367,59.27000045776367,57.5,58.08000183105469,1392193,0,0
2019-03-05,57.86000061035156,58.755001068115234,57.86000061035156,58.11000061035156,974689,0,0
2019-03-06,58.08000183105469,58.29999923706055,57.650001525878906,57.7400016784668,1151016,0,0
2019-03-07,57.91999816894531,58.31999969482422,57.540000915527344,58.27000045776367,2062050,0,0
2019-03-08,57.86000061035156,58.2599983215332,57.720001220703125,58.2400016784668,1312895,0,0
2019-03-11,58.27000045776367,59.08000183105469,58.27000045776367,58.91999816894531,1295833,0,0
2019-03-12,58.880001068115234,59.38999938964844,58.59000015258789,59.15999984741211,863061,0,0
2019-03-13,59.439998626708984,60.34000015258789,59.20009994506836,59.66999816894531,1603593,0,0
2019-03-14,59.68000030517578,59.68000030517578,59.0099983215332,59.20000076293945,889480,0,0
2019-03-15,59.0,59.75,58.63999938964844,59.029998779296875,2935138,0,0
2019-03-18,59.11000061035156,59.5,58.619998931884766,59.09000015258789,1185995,0,0
2019-03-19,58.9900016784668,59.380001068115234,58.66999816894531,58.869998931884766,938420,0,0
2019-03-20,58.939998626708984,59.81999969482422,58.7599983215332,59.150001525878906,839058,0,0
2019-03-21,58.91999816894531,60.18000030517578,58.70000076293945,59.7599983215332,1382367,0,0
2019-03-22,59.630001068115234,59.90999984741211,58.77000045776367,59.25,1025908,0,0
2019-03-25,59.279998779296875,59.79999923706055,58.86000061035156,59.529998779296875,789848,0,0
2019-03-26,59.560001373291016,60.290000915527344,59.191001892089844,60.2599983215332,1058620,0,0
2019-03-27,60.13999938964844,60.40999984741211,59.369998931884766,59.70000076293945,842498,0,0
2019-03-28,59.72999954223633,60.244998931884766,59.709999084472656,59.869998931884766,1071055,0,0
2019-03-29,60.25,60.650001525878906,60.08000183105469,60.59000015258789,1234978,0,0
2019-04-01,60.959999084472656,62.310001373291016,60.959999084472656,62.18000030517578,1544555,0,0
2019-04-02,62.220001220703125,63.41999816894531,62.220001220703125,63.15999984741211,1638618,0,0
2019-04-03,63.40999984741211,64.08000183105469,63.150001525878906,63.72999954223633,1237052,0,0
2019-04-04,63.7599983215332,63.880001068115234,62.939998626708984,62.9900016784668,1091711,0,0
2019-04-05,63.06999969482422,63.970001220703125,62.65999984741211,63.95000076293945,1521006,0,0
2019-04-08,63.91999816894531,64.66999816894531,63.875,64.63999938964844,1685137,0,0
2019-04-09,64.48999786376953,64.63999938964844,64.05999755859375,64.23999786376953,1357912,0,0
2019-04-10,64.5,65.55999755859375,64.05999755859375,64.2699966430664,2669860,0,0
2019-04-11,64.38999938964844,64.93000030517578,64.22000122070312,64.88999938964844,613257,0,0
2019-04-12,65.13999938964844,65.4000015258789,64.83000183105469,65.37000274658203,580442,0,0
2019-04-15,65.45999908447266,65.54419708251953,64.95999908447266,65.20999908447266,680373,0,0
2019-04-16,65.52999877929688,65.94999694824219,65.12999725341797,65.18000030517578,2509523,0,0
2019-04-17,65.55000305175781,65.6500015258789,64.80000305175781,64.80000305175781,1181736,0,0
2019-04-18,64.80999755859375,65.48999786376953,64.44000244140625,65.05999755859375,1301934,0,0
2019-04-22,64.83999633789062,65.62999725341797,64.56659698486328,64.98999786376953,809861,0,0
2019-04-23,65.12999725341797,65.98999786376953,64.95999908447266,65.86000061035156,789959,0,0
2019-04-24,65.94000244140625,66.7030029296875,65.75,66.52999877929688,1159594,0,0
2019-04-25,66.23999786376953,66.47000122070312,65.52999877929688,65.76000213623047,870848,0,0
2019-04-26,65.9800033569336,66.86000061035156,65.43080139160156,66.86000061035156,972094,0,0
2019-04-29,66.87999725341797,67.30000305175781,66.37000274658203,67.08000183105469,980814,0,0
2019-04-30,67.16000366210938,67.54000091552734,67.03500366210938,67.31999969482422,2196761,0,0
2019-05-01,67.2699966430664,67.48999786376953,65.98999786376953,66.01000213623047,1079339,0,0
2019-05-02,66.05000305175781,66.80000305175781,65.80000305175781,66.73999786376953,981889,0,0
2019-05-03,66.95999908447266,67.22989654541016,66.75,67.11000061035156,801805,0,0
2019-05-06,66.12999725341797,67.07499694824219,65.43000030517578,67.0199966430664,832353,0,0
2019-05-07,66.4800033569336,66.7750015258789,65.4749984741211,66.0,978160,0,0
2019-05-08,65.80000305175781,66.58999633789062,65.80000305175781,66.22000122070312,1295017,0,0
2019-05-09,65.7699966430664,66.55000305175781,65.1500015258789,66.3499984741211,1202851,0,0
2019-05-10,66.12000274658203,67.0199966430664,65.05000305175781,66.87000274658203,892058,0,0
2019-05-13,65.72000122070312,66.2699966430664,65.0199966430664,65.2300033569336,957758,0,0
2019-05-14,65.3499984741211,66.30000305175781,65.3499984741211,65.80000305175781,776859,0,0
2019-05-15,65.52999877929688,66.45999908447266,65.4000015258789,66.30999755859375,774382,0,0
2019-05-16,66.47000122070312,67.41000366210938,66.47000122070312,67.06999969482422,959490,0,0
2019-05-17,65.87999725341797,66.0999984741211,65.37999725341797,65.5999984741211,1115263,0,0
2019-05-20,65.12000274658203,66.12999725341797,65.0,65.36000061035156,1617285,0,0
2019-05-21,65.75,66.48999786376953,65.66000366210938,65.94000244140625,1500630,0,0
2019-05-22,66.22000122070312,66.30000305175781,64.69999694824219,64.79000091552734,2316672,0,0
2019-05-23,67.6500015258789,70.47000122070312,67.6500015258789,69.94000244140625,3813503,0,0
2019-05-24,70.62000274658203,72.51000213623047,70.48999786376953,70.98999786376953,2027540,0,0
2019-05-28,71.52999877929688,72.59500122070312,71.46160125732422,71.69999694824219,2873020,0,0
2019-05-29,71.18000030517578,71.31500244140625,70.3550033569336,70.48999786376953,1349918,0,0
2019-05-30,70.5199966430664,71.88999938964844,70.0199966430664,71.55000305175781,1189755,0,0
2019-05-31,70.88999938964844,71.80999755859375,70.7300033569336,71.4800033569336,1493673,0,0
2019-06-03,71.52999877929688,71.9800033569336,70.91000366210938,71.30000305175781,1452058,0,0
2019-06-04,71.83999633789062,72.56999969482422,71.44999694824219,72.37000274658203,1288686,0,0
2019-06-05,73.0999984741211,73.5199966430664,72.79000091552734,73.06999969482422,1276547,0,0
2019-06-06,73.41999816894531,73.80999755859375,72.9800033569336,73.73999786376953,916785,0,0
2019-06-07,74.1500015258789,75.22000122070312,74.04000091552734,74.6500015258789,1270051,0,0
2019-06-10,74.95999908447266,75.5,74.70999908447266,74.83999633789062,888105,0,0
2019-06-11,75.0199966430664,75.24500274658203,73.30000305175781,73.69000244140625,1220755,0,0
2019-06-12,73.88999938964844,74.91999816894531,73.4800033569336,74.79000091552734,1103547,0,0
2019-06-13,74.93000030517578,74.98999786376953,74.23999786376953,74.7699966430664,1359643,0,0
2019-06-14,74.77999877929688,74.94999694824219,73.70999908447266,73.80999755859375,1394399,0,0
2019-06-17,74.05999755859375,74.44999694824219,73.16999816894531,73.22000122070312,1230488,0,0
2019-06-18,73.61000061035156,74.22000122070312,73.16999816894531,73.37000274658203,1494947,0,0
2019-06-19,73.33999633789062,74.11000061035156,72.76000213623047,74.06999969482422,1266571,0,0
2019-06-20,74.87000274658203,75.0,74.13500213623047,74.75,1988733,0,0
2019-06-21,74.41000366210938,75.2300033569336,73.16000366210938,73.94000244140625,3014042,0,0
2019-06-24,74.20999908447266,74.31999969482422,73.7300033569336,73.7699966430664,1435971,0,0
2019-06-25,73.86000061035156,74.08999633789062,73.19999694824219,73.37999725341797,1898894,0,0
2019-06-26,73.66000366210938,73.97000122070312,73.02999877929688,73.38999938964844,1132851,0,0
2019-06-27,73.38999938964844,73.80000305175781,73.0,73.36000061035156,692441,0,0
2019-06-28,73.26000213623047,75.08999633789062,72.875,74.73999786376953,2436895,0,0
2019-07-01,75.51000213623047,75.9000015258789,74.58999633789062,74.97000122070312,1468533,0,0
2019-07-02,74.97000122070312,75.37000274658203,74.33999633789062,74.80000305175781,1377961,0,0
2019-07-03,75.06999969482422,75.20999908447266,74.72000122070312,74.97000122070312,517433,0,0
2019-07-05,74.69000244140625,74.76000213623047,74.12000274658203,74.5999984741211,657588,0,0
2019-07-08,74.47000122070312,74.47000122070312,73.56999969482422,74.13999938964844,1022411,0,0
2019-07-09,74.0,75.30999755859375,73.91999816894531,75.26000213623047,910733,0,0
2019-07-10,75.5999984741211,76.33999633789062,75.27999877929688,75.77999877929688,823186,0,0
2019-07-11,75.95999908447266,76.91999816894531,75.5999984741211,76.79000091552734,834003,0,0
2019-07-12,76.95999908447266,77.58999633789062,76.69999694824219,77.33000183105469,747811,0,0
2019-07-15,77.33999633789062,77.66000366210938,76.91000366210938,77.5,734734,0,0
2019-07-16,77.36000061035156,77.88500213623047,77.30000305175781,77.47000122070312,625670,0,0
2019-07-17,77.55999755859375,78.12999725341797,77.0,77.04000091552734,952193,0,0
2019-07-18,77.20999908447266,78.20999908447266,77.08999633789062,77.80999755859375,964218,0,0
2019-07-19,78.18000030517578,78.73680114746094,77.44999694824219,77.51000213623047,1106275,0,0
2019-07-22,77.5199966430664,78.72000122070312,77.5,78.23999786376953,772176,0,0
2019-07-23,78.73999786376953,79.56999969482422,78.63999938964844,79.2300033569336,931764,0,0
2019-07-24,78.86000061035156,79.51000213623047,78.55000305175781,79.37000274658203,911445,0,0
2019-07-25,79.25,79.58000183105469,78.8499984741211,79.13999938964844,1040563,0,0
2019-07-26,79.25,79.73999786376953,78.91000366210938,79.43000030517578,1109616,0,0
2019-07-29,79.51000213623047,79.66000366210938,77.76499938964844,78.30000305175781,1500201,0,0
2019-07-30,77.8499984741211,78.91999816894531,77.66000366210938,77.81999969482422,1036362,0,0
2019-07-31,78.0,78.55000305175781,76.93000030517578,77.52999877929688,1664873,0,0
2019-08-01,77.27999877929688,78.4800033569336,76.44999694824219,76.73999786376953,1709434,0,0
2019-08-02,76.77999877929688,76.9906005859375,75.16000366210938,76.13999938964844,1456990,0,0
2019-08-05,75.18000030517578,75.27999877929688,72.89679718017578,73.4000015258789,1604644,0,0
2019-08-06,73.87000274658203,74.94999694824219,73.48999786376953,74.5999984741211,1642306,0,0
2019-08-07,73.87000274658203,75.16000366210938,73.43190002441406,75.05000305175781,1228334,0,0
2019-08-08,75.19000244140625,75.95999908447266,73.76499938964844,75.63999938964844,1811619,0,0
2019-08-09,75.72000122070312,76.11000061035156,75.44999694824219,75.62000274658203,1136379,0,0
2019-08-12,75.12999725341797,75.63999938964844,74.62000274658203,75.29000091552734,1114909,0,0
2019-08-13,74.94999694824219,76.81999969482422,74.38999938964844,76.29000091552734,1547786,0,0
2019-08-14,75.4000015258789,75.55000305175781,74.22709655761719,74.30999755859375,868515,0,0
2019-08-15,74.63999938964844,74.80999755859375,74.13999938964844,74.55000305175781,1123986,0,0
2019-08-16,75.19999694824219,75.87999725341797,74.80000305175781,75.5,896427,0,0
2019-08-19,76.38999938964844,76.61000061035156,75.83910369873047,76.18000030517578,1000333,0,0
2019-08-20,76.0999984741211,76.20500183105469,75.19000244140625,75.79000091552734,701374,0,0
2019-08-21,76.27999877929688,77.47000122070312,76.18000030517578,76.87000274658203,742047,0,0
2019-08-22,76.7699966430664,77.05000305175781,75.95999908447266,76.23999786376953,871589,0,0
2019-08-23,75.9800033569336,76.13999938964844,73.44010162353516,73.68000030517578,1061500,0,0
2019-08-26,73.98999786376953,74.12999725341797,73.31999969482422,73.77999877929688,1301677,0,0
