Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving average,upper_BB,lower_BB,tr0,tr1,tr2,tr,upper_KC,lower_KC,squeeze_on,squeeze_off,value,pct_change,profitable?
2018-10-22,200.7759814724408,203.27926854244353,198.96257548170814,201.54470825195312,4045100,0.0,0,200.79571709117812,,,4.316693060735389,3.1537650024044694,1.1629280583309196,4.316693060735389,213.00084518728082,188.59058899507542,0.0,0.0,,0.7091573471694534,1
2018-10-23,196.60713779853648,200.78585513434197,193.75890233514247,199.504638671875,5076800,0.0,0,200.61983586051556,,,7.026952799199506,0.758853117611153,7.785805916810659,7.785805916810659,213.2741242416632,187.96554747936793,0.0,0.0,,-1.0122168911166907,0
2018-10-24,199.71160637685583,200.5296136778573,192.55652756904658,192.86204528808594,4415900,0.0,0,199.60462011972058,,,7.973086108810719,1.0249750059822986,6.94811110282842,7.973086108810719,212.68020536169752,186.52903487774364,0.0,0.0,,-3.329543326916884,0
2018-10-25,194.15307644317173,202.13602621071502,192.88172535132543,201.2490234375,4940700,0.0,0,199.81241063400432,,,9.254300859389588,9.273980922629079,0.01968006323949112,9.273980922629079,213.56331810870046,186.0615031593082,0.0,0.0,,4.348692941053334,1
2018-10-26,196.32129668974116,199.48491461194888,192.90144152106652,194.63601684570312,6523600,0.0,0,199.17805366183015,,,6.583473090882364,1.7641088255511193,8.347581916433484,8.347581916433484,213.28086341246572,185.07524391119458,0.0,0.0,,-3.2859819535226764,0
2018-10-29,197.45470778560846,199.4159402700323,184.91852586620874,188.27923583984375,6623800,0.0,0,197.8779310660214,,,14.49741440382357,4.7799234243291835,9.717490979494386,14.49741440382357,213.71114768148962,182.0447144505532,0.0,0.0,,-3.265983916480719,0
2018-10-30,189.7969766937128,190.83180587040806,181.09457958186545,185.01705932617188,9239200,0.0,0,196.37978813794814,,,9.737226288542615,2.5525700305643113,7.184656257978304,9.737226288542615,212.62566978002937,180.1339064958669,0.0,0.0,,-1.7326268077945572,0
2018-10-31,190.4572621129907,197.07029966788295,190.4572621129907,194.81338500976562,7683500,0.0,0,196.20111709779897,,,6.613037554892259,12.053240341711074,5.440202786818816,12.053240341711074,213.31831200161724,179.0839221939807,0.0,0.0,,5.294822931070109,1
2018-11-01,196.0158021084681,197.10976188848042,192.19186791558155,196.82395935058594,4439000,0.0,0,196.27084851392164,,,4.917893972898867,2.2963768787147956,2.621517094184071,4.917893972898867,212.59670760121864,179.94498942662463,0.0,0.0,,1.0320514376974232,1
2018-11-02,196.0453722680288,198.0854655729229,192.42840985159648,194.8627166748047,4261500,0.0,0,196.11579095962716,207.73898193566683,184.4925999835875,5.657055721326429,1.2615062223369762,4.395549498989453,5.657055721326429,211.90648823074727,180.32509368850705,1.0,0.0,,-0.9964450884192733,0
2018-11-05,195.33576419430125,196.25233237494302,191.48226487492389,195.1189422607422,3110800,0.0,0,196.00763134065497,207.13407100096504,184.8811916803449,4.770067500019138,1.3896157001383358,3.3804517998808024,4.770067500019138,211.1413127494542,180.87394993185575,1.0,0.0,,0.1314903077971108,1
2018-11-06,195.6314177901779,197.77005667376915,194.67543434400986,196.2720184326172,2916000,0.0,0,196.0359422471437,206.23765829515915,185.83422619912827,3.0946223297592894,2.65111441302696,0.4435079167323295,3.0946223297592894,210.24261358807175,181.82927090621567,1.0,0.0,,0.5909606512391363,1
2018-11-07,199.26810927509317,205.36865860005145,198.82461533388425,205.23068237304688,4922800,0.0,0,197.00900260160654,207.78091364194353,186.23709156126955,6.5440432661671935,9.09664016743426,2.5525969012670657,9.09664016743426,211.6236555796282,182.39434962358487,1.0,0.0,,4.564412192818668,1
2018-11-08,204.36338224900555,205.84170532226562,203.0230353943852,205.84170532226562,3922200,0.0,0,197.93395419672882,209.00258515571113,186.8653232377465,2.8186699278804213,0.61102294921875,2.2076469786616713,2.8186699278804213,211.640268135898,184.22764025755964,1.0,0.0,,0.2977249513345548,1
2018-11-09,204.38310447629217,204.97442470300288,200.48032481156756,202.64852905273438,3229700,0.0,0,198.42302285154008,209.59323382130492,187.25281188177524,4.494099891435326,0.8672806192627434,5.361380510698069,5.361380510698069,211.83052563322929,185.01552006985088,1.0,0.0,,-1.551277601656098,0
2018-11-12,201.66296374785625,202.28386422129643,195.8580826915875,196.2621612548828,3507300,0.0,0,198.2007535570081,209.3979344922965,187.0035726217197,6.425781529708928,0.36466483143794903,6.790446361146877,6.790446361146877,211.62546277434618,184.77604433967005,1.0,0.0,,-3.1514503597456,0
2018-11-13,196.8929322427605,199.32723890988936,194.69516269442326,195.3061981201172,2852000,0.0,0,197.90526805371687,208.6976645143934,187.11287159304032,4.6320762154661,3.0650776550065473,1.5669985604595524,4.6320762154661,210.92051175446178,184.89002435297195,1.0,0.0,,-0.4870847893721719,0
2018-11-14,197.66164713552845,199.30751167883355,192.78318402216738,194.72471618652344,3218600,0.0,0,197.58279448526446,207.94802227378023,187.2175666967487,6.524327656666173,4.001313558716362,2.5230140979498117,6.524327656666173,210.6013019238492,184.5642870466797,1.0,0.0,,-0.2977283563915023,0
2018-11-15,194.17280178731448,198.243107539314,191.52167347782444,197.80947875976562,3424600,0.0,0,197.60563731127027,207.84043025780878,187.37084436473177,6.7214340614895605,3.518391352790559,3.2030427086990017,6.7214340614895605,210.66531856697307,184.54595605556747,1.0,0.0,,1.5841659105500172,1
2018-11-16,196.12421991699813,198.00662181785145,194.59661620144556,196.16363525390625,2939500,0.0,0,197.46112703010348,207.58967199265717,187.3325820675498,3.410005616405897,0.19714305808582822,3.2128625583200687,3.410005616405897,209.91908146274014,185.00317259746683,1.0,0.0,,-0.8320347013593854,0
2018-11-19,196.16362871550803,196.51842688898284,185.8252313130971,186.544677734375,4488100,0.0,0,196.3725524891355,207.20287903867256,185.54222593959844,10.693195575885738,0.3547916350765945,10.338403940809144,10.693195575885738,209.68679444071194,183.05831053755907,1.0,0.0,,-4.903537552758374,0
2018-11-20,179.35014608827439,186.07159536093548,174.8363312912125,184.3567352294922,7892900,0.0,0,195.17969512984772,207.046693617063,183.31269664263243,11.235264069722973,0.4730823734395244,11.708346443162498,11.708346443162498,209.45800218835706,180.90138807133837,1.0,0.0,,-1.1728785465529468,0
2018-11-21,185.81534697871325,187.34295048532493,183.54859697862864,184.9480743408203,3950200,0.0,0,194.1680448097905,206.86763047039244,181.46845914918856,3.7943535066962966,2.9862152558327466,0.80813825086355,3.7943535066962966,207.8108434745228,180.5252461450582,1.0,0.0,,0.3207580729784665,1
2018-11-23,182.20826215999165,183.53874398200068,179.62611414593013,179.96121215820312,2601000,0.0,0,192.7684359593307,206.71535521131636,178.82151670734504,3.9126298360705505,1.4093303588196306,5.321960194890181,5.321960194890181,206.1275033721189,179.4093685465425,0.0,1.0,,-2.6963579915016855,0
2018-11-26,182.8981351580546,189.45202819867805,181.02558354767635,189.07752990722656,6917200,0.0,0,192.40600866357232,206.5019283091618,178.31008901798285,8.426444651001702,9.490816040474925,1.064371389473223,9.490816040474925,206.29507796041437,178.51693936673027,0.0,1.0,,5.065712572000969,1
2018-11-27,187.99342313600303,190.2503231455368,186.7122067596612,190.19119262695312,3976300,0.0,0,192.189166646644,206.1613049796563,178.2170283136317,3.538116385875611,1.1727932383102484,2.3653231475653627,3.538116385875611,205.43818194367094,178.94015134961705,0.0,1.0,,0.5889979207328366,1
2018-11-28,192.18200270023542,199.54405292981454,190.47700760494666,199.35679626464844,6203000,0.0,0,192.88904822932864,206.47330323997087,179.3047932186864,9.067045324867877,9.352860302861416,0.28581497799353883,9.352860302861416,206.64915809290235,179.12893836575492,1.0,0.0,,4.819152512321123,1
2018-11-29,199.13011524502448,199.13011524502448,193.47306036703947,193.81800842285156,5447700,0.0,0,192.97953855732618,206.56341000922413,179.39566710542823,5.6570548779850185,0.22668101962395326,5.883735897608972,5.883735897608972,206.55352348080865,179.4055536338437,0.0,1.0,,-2.7783290791070225,0
2018-11-30,193.7490073022849,198.75559629559743,192.97043047836232,198.16427612304688,7944700,0.0,0,193.4834908970719,207.13356237197277,179.83341942217103,5.785165817235111,4.9375878727458655,0.8475779444892453,5.785165817235111,206.87078818671094,180.09619360743287,0.0,1.0,,2.242447817703863,1
2018-12-03,203.03288665678943,206.87653569274337,202.96390606620557,206.82725524902344,6599900,0.0,0,194.77795552736688,209.53001374244863,180.02589731228514,3.9126296265378073,8.7122595696965,4.799629943158692,8.7122595696965,208.5405654917484,181.01534556298537,0.0,1.0,,4.371614952736191,1
2018-12-04,204.39294672151377,206.49217028972114,196.7352290207522,197.59266662597656,6628600,0.0,0,195.05052502631094,209.85061419827227,180.2504358543496,9.756941268968944,0.3350849593022929,10.092026228271237,10.092026228271237,209.40886857242177,180.6921814802001,0.0,1.0,1.3700277350018768,-4.46487993660617,0
2018-12-06,191.98487300050627,200.43101680195022,191.41325299983558,200.0565185546875,6558900,0.0,0,195.5345186829767,210.49602294846403,180.5730144174894,9.017763802114644,2.838350175973659,6.179413626140985,9.017763802114644,210.2333694429879,180.8356679229655,0.0,1.0,2.225877937670852,1.2469349044085476,1
2018-12-07,200.83511759806424,203.53552651324406,192.08344012434637,193.6603240966797,4968100,0.0,0,195.35357764624112,209.5651690115492,181.14198628093305,11.452086388897698,3.479007958556565,7.973078430341133,11.452086388897698,210.8109585590542,179.89619673342804,1.0,0.0,1.9964425689162422,-3.1971937251618954,0
2018-12-10,191.8370595529517,195.84825021269725,190.21091011905955,195.19778442382812,4101000,0.0,0,195.33855645216406,208.54993290761394,182.12717999671418,5.637340093637704,2.1879261160175645,3.4494139776201393,5.637340093637704,210.4098655837901,180.26724732053802,1.0,0.0,2.8927578835738763,0.7938953599917031,1
2018-12-11,198.17414499629487,198.48951277725106,193.22668604705265,194.88241577148438,3582400,0.0,0,195.294628314348,207.89458671044883,182.69466991824714,5.262826730198412,3.29172835342294,1.9710983767754726,5.262826730198412,209.94694781371723,180.64230881497875,1.0,0.0,3.8631604594607087,-0.16156364339617868,0
2018-12-12,197.56311011096076,202.98362826529404,197.36598832926964,197.3955535888672,5160100,0.0,0,195.4967402471466,208.15442810468377,182.8390523896094,5.617639936024403,8.101212493809669,2.4835725577852656,8.101212493809669,210.2917581634817,180.7017223308115,1.0,0.0,5.042511256760331,1.2895662276321884,1
2018-12-13,197.89819924797845,199.2779615331464,192.48753099874227,196.0847930908203,5246200,0.0,0,195.55325730579415,208.23519349594275,182.87132111564554,6.790430534404123,1.8824079442792083,4.908022590124915,6.790430534404123,210.2366314888435,180.8698831227448,1.0,0.0,5.4188188921976215,-0.6640273674942576,0
2018-12-14,193.75886838912848,194.3896189163829,190.39814392188094,192.50721740722656,3801700,0.0,0,195.26076071878256,207.94892676423333,182.5725946733318,3.9914749945019423,1.695174174437426,5.686649168939368,5.686649168939368,209.64008493699475,180.88143650057037,1.0,0.0,5.077282481111045,-1.8245044030195334,0
2018-12-17,190.70369606414573,190.74311139997664,186.04205437107433,187.69776916503906,5459900,0.0,0,194.5350941256254,207.34405340383753,181.72613484741325,4.701057028902312,1.7641060072499215,6.465163036152234,6.465163036152234,208.78144522752302,180.28874302372776,1.0,0.0,3.908715817384159,-2.498321001655579,0
2018-12-18,189.28451265847485,191.54142798139128,187.3528453039751,188.8410186767578,4345200,0.0,0,193.98913792040705,206.86278388515797,181.11549195565613,4.1885826774161785,3.8436588163522174,0.3449238610639611,4.1885826774161785,207.69734245251172,180.28093338830237,1.0,0.0,3.3387230272398414,0.6090906230822091,1
2018-12-19,188.1708010783236,191.54139077654983,182.08996756531053,184.41586303710938,6100600,0.0,0,193.07182860661123,206.19799007077768,179.9456671424448,9.451423211239302,2.7003720997920198,6.751051111447282,9.451423211239302,207.25595894546814,178.88769826775433,1.0,0.0,1.9908842777611202,-2.343323325968205,0
2018-12-20,182.91783025287515,185.6182238525737,177.62542392686882,180.06959533691406,6562600,0.0,0,191.8266814873851,205.65150649103612,178.00185648373406,7.9927999257048725,1.202360815464317,6.7904391102405555,7.9927999257048725,206.17574291743097,177.4776200573392,1.0,0.0,-0.7750168079422359,-2.3567754034915844,0
2018-12-21,178.58143748332856,182.59262827123058,172.4710380017789,172.65829467773438,8374300,0.0,0,189.99200328934813,206.13526906164813,173.84873751704814,10.121590269451673,2.523032934316518,7.598557335135155,10.121590269451673,204.8803451855675,175.10366139312876,0.0,1.0,-4.553524945840202,-4.115797919861475,0
2018-12-24,170.64776024728994,175.40796251996545,169.4059742346148,172.12608337402344,4351900,0.0,0,188.28280207407727,205.95606407665008,170.60954007150445,6.001988285350649,2.7496678422310765,3.2523204431195722,6.001988285350649,202.9073943703248,173.65820977782974,0.0,1.0,-7.9203949203204544,-0.30824543049281505,0
2018-12-26,173.45657395769933,183.80483547222119,173.45657395769933,183.73583984375,5261400,0.0,0,187.84798920938678,205.83601877424297,169.8599596445306,10.348261514521852,11.678752098197748,1.3304905836758962,11.678752098197748,203.27070413751343,172.42527428126013,0.0,1.0,-9.482330383525149,6.744914101425881,1
2018-12-27,181.3212396995945,185.97303061489012,177.55645160832788,185.9631805419922,4695200,0.0,0,187.66782048916653,205.80767131543413,169.52796966289893,8.416579006562245,2.2371907711401207,6.179388235422124,8.416579006562245,203.2193770509401,172.11626392739296,0.0,1.0,-9.842712080807088,1.2122516217501822,1
2018-12-28,186.9684425655852,187.35280594075536,181.5183446504752,183.46974182128906,4830300,0.0,0,187.2666675995409,205.26623686846526,169.26709833061656,5.83446129028016,1.3896253987631724,4.444835891516988,5.83446129028016,202.46370771541112,172.0696274836707,0.0,1.0,-10.498255641603325,-1.3408238735409639,0
2018-12-31,184.21874171234205,186.26868459608815,183.6668369048485,185.92373657226562,3658500,0.0,0,187.1383828929863,205.1554850866143,169.1212806993583,2.601847691239641,2.7989427747990874,0.1970950835594465,2.7989427747990874,201.45929087351183,172.81747491246077,0.0,1.0,-9.826214082373918,1.3375473942547567,1
2019-01-02,183.14453226310286,188.06242610710498,182.63204268490622,186.99803161621094,4294000,0.0,0,187.12497956740657,204.74673381419538,169.50322532061776,5.430383422198759,2.138689534839358,3.2916938873594006,5.430383422198759,201.1301887385904,173.11977039622275,0.0,1.0,-9.371277826578787,0.5778148953712314,1
2019-01-03,184.7904131377522,184.80026321267124,178.3646302941897,178.56173706054688,5070900,0.0,0,186.307416247678,202.48700874246347,170.1278237528925,6.435632918481531,2.1977684035396976,8.633401322021228,8.633401322021228,200.6101109392482,172.0047215561078,0.0,1.0,-9.914922385243589,-4.511434950811921,0
2019-01-04,182.1786976416576,188.4862038059969,181.77461903346125,187.01773071289062,4452900,0.0,0,186.37521653924827,201.897826691985,170.85260638651155,6.711584772535645,9.924466745450019,3.2128819729143743,9.924466745450019,201.18362466676538,171.56680841173116,0.0,1.0,-8.014206328543404,4.735613458708943,1
2019-01-07,187.87513394060844,190.2305944869385,186.96843103556486,188.45660400390625,4219200,0.0,0,186.57384493895535,200.9218921184766,172.2257977594341,3.262163451373624,3.212863774047861,0.049299677325763014,3.262163451373624,200.6271050955935,172.5205847823172,0.0,1.0,-6.45317975005696,0.7693780079197854,1
2019-01-08,187.47920736577424,190.03620229373806,186.09706015953006,189.82887268066406,5069700,0.33,0,186.88441489139956,200.9452803104322,172.82354947236692,3.939142134207998,1.5795982898318073,2.3595438443761907,3.939142134207998,200.3749250061795,173.39390477661962,0.0,1.0,-4.429418162962785,0.7281616285144121,1
2019-01-09,191.82316691728164,194.04448507880997,190.8161651327243,193.27442932128906,5471500,0.0,0,187.49399515118566,201.3315603763508,173.6564299260205,3.228319946085662,4.2156123981459075,0.9872924520602453,4.2156123981459075,200.52353619081708,174.46445411155423,0.0,1.0,-2.376082053933329,1.8150856568701412,1
2019-01-10,190.56934883938683,194.72568849200442,188.88115550065223,194.4393768310547,3693600,0.0,0,188.15645064636294,201.9387921069658,174.3741091857601,5.844532991352196,1.4512591707153604,4.393273820636836,5.844532991352196,201.06388130071633,175.24901999200955,0.0,1.0,-0.1039245907829951,0.6027426979639872,1
2019-01-11,193.57061718830826,194.19257605906404,192.22795310054235,193.40277099609375,2500100,0.0,0,188.65677709281297,201.8771844753469,175.43636971027905,1.9646229585216872,0.24680077199064954,2.2114237305123368,2.2114237305123368,200.79144939724097,176.52210478838498,0.0,1.0,1.8448440562866946,-0.5331254665877805,0
2019-01-14,191.90213295754862,194.48872951427657,191.5269722120287,192.93873596191406,3336500,0.0,0,189.06508248487086,201.8620469586026,176.2681180111391,2.961757302247861,1.0859585181828209,1.87579878406504,2.961757302247861,200.63415084872784,177.49601412101387,0.0,1.0,4.0150105255141035,-0.23993194709142074,0
2019-01-15,192.7314156627124,194.83426810542312,190.6384453851861,194.0148468017578,3783000,0.0,0,189.53701125827308,202.50904918445636,176.5649733320898,4.195822720237032,1.8955321435090582,2.300290576727974,4.195822720237032,200.81677974588243,178.25724277066374,0.0,1.0,6.377760161131803,0.5577474292441487,1
2019-01-16,194.9922213539245,195.88075757642721,193.99510182620165,195.24891662597656,3546300,0.0,0,190.08154787061468,203.66337891904462,176.49971682218475,1.8856557502255669,1.865910774669402,0.019744975556164945,1.8856557502255669,200.67777729117864,179.48531845005073,0.0,1.0,8.46907751923091,0.6360697877310972,1
2019-01-17,194.932981798789,197.8453733425018,194.58745250013467,196.76927185058594,2764100,0.0,0,190.71905190610107,205.02363689146725,176.4144669207349,3.2579208423671275,2.596456716525239,0.6614641258418885,3.2579208423671275,200.94386669129668,180.49423712090547,0.0,1.0,10.140435452081823,0.7786753703334481,1
2019-01-18,198.6154335819664,199.94823036767949,197.4702322296291,199.42498779296875,4866600,0.0,0,191.54886929849516,206.83160447253604,176.26613412445428,2.4779981380503955,3.178958517093548,0.7009603790431527,3.178958517093548,201.4217427990187,181.67599579797164,0.0,1.0,12.061538446230141,1.3496598922210667,1
2019-01-22,197.24316898219755,198.43775112721565,195.13044924938436,196.91738891601562,4457700,0.0,0,192.06053659607667,207.42570861832087,176.69536457383248,3.307301877831293,0.9872366657531018,4.294538543584395,4.294538543584395,201.81657907161915,182.3044941205342,0.0,1.0,12.9209745042583,-1.257414582146732,0
2019-01-23,198.48708092291406,198.4969480229241,194.093811134477,195.82150268554688,3086100,0.0,0,192.41896450394464,206.14199208279277,178.6959369250965,4.403136888447108,1.5795591069084765,2.8235777815386314,4.403136888447108,202.08858215145904,182.74934685643024,0.0,1.0,12.99040670474496,-0.5565208011853895,0
2019-01-24,195.890617847004,197.6479258999276,195.40685875170047,197.24314880371094,2792000,0.0,0,192.87868990601217,204.2128663106811,181.54451350134323,2.241067148227131,1.8264232143807249,0.4146439338464063,2.241067148227131,202.0763099503706,183.68106986165375,0.0,1.0,12.468361782129335,0.7259908123812941,1
2019-01-25,199.6125727568048,201.29089888777006,197.24315786813912,200.35301208496094,4677500,0.0,0,193.5909215797127,205.12593652423197,182.05590663519342,4.047741019630934,4.047750084059118,9.064428184046847e-06,4.047750084059118,202.68827007172783,184.49357308769757,0.0,1.0,11.966461889217094,1.57666479171088,1
2019-01-28,198.1810524142017,198.4179833493221,195.5352081459069,197.6084442138672,3277200,0.0,0,193.97373315025598,205.44294544403425,182.5045208564777,2.882775203415207,1.9350287356388378,4.817803939054045,4.817803939054045,203.12004931351927,184.8274169869927,0.0,1.0,11.55083486786278,-1.369866039213774,0
2019-01-29,197.63806685163178,198.1119438011844,195.1403194028121,196.70018005371094,3661900,0.0,0,194.2335116413376,205.04478832235927,183.42223496031593,2.9716243983722848,0.5034995873172079,2.468124811055077,2.9716243983722848,203.08845053241632,185.37857275025888,0.0,1.0,11.003734527666888,-0.45962821263511033,0
2019-01-30,197.8651356174914,202.2189225681397,197.35176012187134,201.41925048828125,4079500,0.0,0,194.91814642063443,205.80067676991484,184.035616071354,4.867162446268367,5.518742514428766,0.6515800681603992,5.518742514428766,203.97161586993505,185.8646769713338,0.0,1.0,10.888058277005515,2.3991185128970027,1
2019-01-31,207.12558149244916,210.255170169866,205.34852394545027,208.43862915039062,11316200,0.0,0,196.20628587353184,208.403230615673,184.00934113139067,4.906646224415738,8.835919681584755,3.9292734571690175,8.835919681584755,206.04366445950362,186.36890728756006,0.0,1.0,11.617705053053529,3.4849591809586133,1
2019-02-01,209.28767456731683,211.90388781247702,208.50773661283463,211.04498291015625,6470100,0.0,0,197.6199661962477,209.29981697492198,185.94011541757342,3.3961511996423894,3.4652586620863985,0.06910746244400912,3.4652586620863985,207.19295559645107,188.04697679604433,0.0,1.0,12.520827040725324,1.2504178186113046,1
2019-02-04,211.61756645913385,212.20990888434227,210.4822171150001,212.17042541503906,4397500,0.0,0,199.00614214094037,211.74722769764793,186.2650565842328,1.727691769342158,1.1649259741860192,0.5627657951561389,1.727691769342158,208.0227386235971,189.98954565828365,0.0,1.0,12.372534672371819,0.5332713857319815,1
2019-02-05,212.25929960136716,213.9376259341967,212.20993396069719,213.10833740234375,3091500,0.0,0,200.34957481837142,214.02973278924722,186.66941684749563,1.7276919734995033,1.767200519157626,0.039508545658122785,1.767200519157626,208.86758873918572,191.83156089755713,0.0,1.0,12.51774232314864,0.44205594887694044,1
2019-02-06,212.506115315763,213.14782345941387,210.9561215527571,212.55548095703125,2698000,0.0,0,201.51232903890784,215.74633417736948,187.2783239004462,2.1917019066567605,0.039486057070121205,2.1522158495866393,2.1917019066567605,209.65433139959387,193.3703266782218,0.0,1.0,12.489878062777187,-0.25942506616656313,0
2019-02-07,210.73890781291476,211.71627806577573,208.9026177125295,211.24240112304688,2742900,0.0,0,202.43920953981015,217.1088955912833,187.769523488337,2.8136603532462345,0.8392028912555247,3.6528632445017593,3.6528632445017593,210.50516146318432,194.37325761643598,0.0,1.0,12.011062828394403,-0.617758633215304,0
2019-02-08,209.2975195414726,213.86850320863093,209.2975195414726,213.8191375732422,3248400,0.0,0,203.5232312146429,218.8994778691806,188.14698456010518,4.570983667158316,2.6261020855840513,1.9448815815742648,4.570983667158316,211.68703238138227,195.35943004790352,0.0,1.0,12.125561970134884,1.2198007769729902,1
2019-02-11,214.2239211558295,215.86274882452452,213.58219800497105,214.33251953125,2974400,0.0,0,204.552875452557,220.30628676978804,188.79946413532596,2.2805508195534685,2.0436112512823286,0.23693956827113993,2.2805508195534685,212.38906820196362,196.71668270315038,0.0,1.0,12.091877868443213,0.24010103297322782,1
2019-02-12,215.77388616981824,216.6920387524161,214.86561575254197,216.1194305419922,3411400,0.0,0,205.65463433731938,221.68168181331,189.62758686132875,1.8264229998741257,2.359519221166096,0.5330962212919701,2.359519221166096,213.20737841386796,198.1018902607708,0.0,1.0,12.077098771742357,0.8337097024055051,1
2019-02-13,216.98821360211647,218.45922520453325,216.64268427642307,217.72865295410156,2996600,0.0,0,206.80471295862264,223.15900832814563,190.45041758909966,1.8165409281101859,2.339794662541067,0.523253734430881,2.339794662541067,214.0962016497714,199.5132242674739,0.0,1.0,12.120853663981428,0.7445986730918674,1
2019-02-14,216.71175585528658,218.16301800106584,215.83310187475067,217.0079345703125,2875600,0.0,0,207.77657992118097,224.18153565310786,191.37162418925408,2.329916126315169,0.4343650469642739,1.895551079350895,2.329916126315169,214.82877757547206,200.72438226688988,0.0,1.0,11.91177339035012,-0.3310167835103406,0
2019-02-15,219.357592221664,219.5155562060076,217.66938415057535,219.2786102294922,2758500,0.0,0,208.87214557091175,225.55493316188458,192.18935797993893,1.8461720554322483,2.507621635695102,0.6614495802628539,2.507621635695102,215.73913069392407,202.00516044789944,0.0,1.0,12.00028635284524,1.046356053144204,1
2019-02-19,218.6073188992578,219.13057659549312,217.55096653325492,217.7780303955078,2836700,0.0,0,209.72041908449216,226.52457957808178,192.91625859090254,1.5796100622382028,0.14803363399906289,1.7276436962372657,1.7276436962372657,216.27719678996397,203.16364137902036,0.0,1.0,11.78167938461685,-0.6843256770069361,0
2019-02-20,218.4000107367959,219.00223539602698,216.60320386148152,218.29141235351562,3103600,0.0,0,210.53678601204678,226.94414678217282,194.12942524192073,2.3990315345454576,1.224205000519163,1.1748265340262947,2.3990315345454576,216.9336556948948,204.13991632919874,0.0,1.0,11.746143732390221,0.2357363399216439,1
2019-02-21,217.40286422845423,218.2124033875927,215.83312141597716,216.5143280029297,3528800,0.0,0,211.1061273746185,226.4281517597453,195.78410298949169,2.3792819716155407,0.07900896592292384,2.4582909375384645,2.4582909375384645,217.3684064061073,204.84384834312968,0.0,1.0,11.103450078298744,-0.8140880721903998,0
2019-02-22,217.19553551296502,220.77926666949747,216.89935676986474,220.4732208251953,3295300,0.0,0,211.99830474056853,226.54747287858333,197.44913660255372,3.879909899632736,4.264938666567787,0.3850287669350507,4.264938666567787,218.4667555765393,205.52985390459776,0.0,1.0,10.873145881408837,1.8284669004501541,1
2019-02-25,222.13179768371424,222.5266926316635,220.15729281541456,220.4732208251953,3359200,0.0,0,212.80549954862977,226.7938655948558,198.81713350240375,2.3693998162489436,2.0534718064681954,0.3159280097807482,2.3693998162489436,219.1166909875415,206.49430810971805,0.0,1.0,10.565346089444954,0.0,0
