Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving average,upper_BB,lower_BB,tr0,tr1,tr2,tr,upper_KC,lower_KC
2018-10-08,208.64065613453576,208.73921701954163,200.31277265304894,205.2503662109375,5611000,0.0,0,205.2503662109375,,,8.426444366492689,,,8.426444366492689,222.10325494392288,188.39747747795212
2018-10-09,205.05325374141944,207.94091916255653,203.70305687664228,206.7286834716797,5659400,0.0,0,206.0264827728272,,,4.237862285914247,2.6905529516190256,1.547309334295221,4.237862285914247,218.49133313568277,193.56163240997162
2018-10-10,206.30491516331455,206.30491516331455,193.17739900719513,193.8475799560547,8455000,0.0,0,201.5544626710814,,,13.127516156119412,0.42376830836514046,13.551284464484553,13.551284464484553,219.37026151278815,183.73866382937467
2018-10-11,191.83707291375896,196.84366275308014,190.12222758148252,191.6990966796875,9185200,0.0,0,198.70937088659576,,,6.721435171597619,2.9960827970254513,3.725352374572168,6.721435171597619,215.27105039378003,182.1476913794115
2018-10-12,197.67150637757916,201.87978842238076,196.65637739984834,201.2687530517578,6160300,0.0,0,199.328463652479,,,5.223411022532417,10.180691742693256,4.957280720160838,10.180691742693256,216.8013725571319,181.8555547478261
2018-10-15,200.7759847261302,200.85483042765017,196.6465332184854,197.4251251220703,3969200,0.0,0,198.92694616212356,,,4.208297209164783,0.41392262410764147,4.622219833272425,4.622219833272425,214.68229391572484,183.17159840852227
2018-10-16,199.75102359515537,205.11241147407299,199.60319729044602,204.77732849121094,4694900,0.0,0,200.03310865300028,,,5.509214183626966,7.687286352002673,2.1780721683757065,7.687286352002673,215.71735341629633,184.34886388970423
2018-10-17,204.62948960187592,204.9941378232541,201.73197390151853,204.3831024169922,4431200,0.0,0,200.7850269329115,,,3.262163921735578,0.21680933204316943,3.0453545896924084,3.262163921735578,214.90838839793165,186.66166546789137
2018-10-18,203.97902348650032,204.22541067097566,199.33708231414175,200.67742919921875,6264500,0.0,0,200.76776773029994,,,4.8883283568339095,0.1576917460165248,5.046020102850434,5.046020102850434,214.25476483472912,187.28077062587076
2018-10-19,200.92381084841108,204.44222696416395,200.0663882823079,200.12551879882812,4832500,0.0,0,200.67105060620077,,,4.375838681856038,3.7647977649452002,0.611040916910838,4.375838681856038,213.45745545508635,187.88464575731518
2018-10-22,200.77601187361955,203.279299322666,198.96260560830385,201.54473876953125,4045100,0.0,0,200.7957196383852,,,4.316693714362145,3.1537805238378667,1.1629131905242787,4.316693714362145,213.00084120464263,188.5905980721278
2018-10-23,196.60710772417968,200.78582442078033,193.75887269647103,199.50460815429688,5076800,0.0,0,200.619833903368,,,7.026951724309299,0.7589143487509205,7.78586607306022,7.78586607306022,213.2741326781276,187.96553512860842
2018-10-24,199.7115905761457,200.52959781242836,192.55651233442936,192.86203002929688,4415900,0.0,0,199.6046164218666,,,7.973085477999007,1.0249896581314886,6.948095819867518,7.973085477999007,212.68021056581293,186.5290222779203
2018-10-25,194.15310588471425,202.13605686279902,192.88175460007915,201.24905395507812,4940700,0.0,0,199.81241125968958,,,9.254302262719875,9.274026833502148,0.019724570782273076,9.274026833502148,213.56333786912467,186.0614846502545
2018-10-26,196.321281298832,199.48489897302304,192.90142639826215,194.63600158691406,6523600,0.0,0,199.17805234090403,,,6.58347257476089,1.7641549820550892,8.34762755681598,8.34762755681598,213.28088984928812,185.07521483251995
2018-10-29,197.4546757808075,199.41590794734142,184.91849589335732,188.27920532226562,6623800,0.0,0,197.87792626221966,,,14.497412053984107,4.779906360427361,9.717505693556745,14.497412053984107,213.71116686398304,182.04468566045628
2018-10-30,189.7969766937128,190.83180587040806,181.09457958186545,185.01705932617188,9239200,0.0,0,196.3797838937338,,,9.737226288542615,2.5526005481424363,7.184625740400179,9.737226288542615,212.62568680371862,180.13388098374895
2018-10-31,190.4572919481808,197.07033053900747,190.4572919481808,194.81341552734375,7683500,0.0,0,196.2011168186722,,,6.613038590826676,12.053271212835597,5.440232622008921,12.053271212835597,213.31833747679948,179.08389616054492
2018-11-01,196.01578691233146,197.10974660753448,192.19185301589562,196.82394409179688,4439000,0.0,0,196.27084655772003,,,4.917893591638858,2.2963310801907255,2.6215625114481327,4.917893591638858,212.59672851750435,179.94496459793572
2018-11-02,196.0453722680288,198.0854655729229,192.42840985159648,194.8627166748047,4261500,0.0,0,196.11578921883427,207.7389830458863,184.49259539178223,5.657055721326429,1.2615214811260387,4.395534240200391,5.657055721326429,211.9065069200837,180.32507151758483
2018-11-05,195.33576419430125,196.25233237494302,191.48226487492389,195.1189422607422,3110800,0.0,0,196.00762978874076,207.13407198858465,184.88118758889686,4.770067500019138,1.3896157001383358,3.3804517998808024,4.770067500019138,211.14132948019545,180.87393009728606
2018-11-06,195.6314329991647,197.77007204902029,194.67544947867557,196.27203369140625,2916000,0.0,0,196.03594249534103,206.23766380491594,185.83422118576613,3.094622570344711,2.651129788278098,0.44349278206661324,3.094622570344711,210.24263027396145,181.8292547167206
2018-11-07,199.26810927509317,205.36865860005145,198.82461533388425,205.23068237304688,4922800,0.0,0,197.00900282353763,207.7809190166536,186.23708663042166,6.5440432661671935,9.096624908645197,2.5525816424780032,9.096624908645197,211.62366743394267,182.39433821313258
2018-11-08,204.36336709980273,205.84169006347656,203.0230203445406,205.84169006347656,3922200,0.0,0,197.93395279753472,209.00258854992214,186.8653170451473,2.8186697189359506,0.6110076904296875,2.207662028506263,2.8186697189359506,211.6402771498213,184.22762844524814
2018-11-09,204.38307369749808,204.9743938351597,200.4802946205072,202.64849853515625,3229700,0.0,0,198.4230184317366,209.59323250729938,187.25280435617384,4.494099214652493,0.8672962283168602,5.3613954429693536,5.3613954429693536,211.83053357465775,185.01550328881547
2018-11-12,201.66297942654137,202.28387994825468,195.85809791896068,196.26217651367188,3507300,0.0,0,198.20075116137266,209.3979344380695,187.00356788467582,6.425782029293998,0.364618586901571,6.790400616195569,6.790400616195569,211.6254624342245,184.77603988852084
2018-11-13,196.89288609449054,199.32719219106036,194.69511706127213,195.30615234375,2852000,0.0,0,197.9052612296372,208.69766400615637,187.11285845311804,4.632075129788234,3.0650156773884873,1.5670594523997465,4.632075129788234,210.92050656990415,184.89001588937026
2018-11-14,197.66167811338724,199.30754291463495,192.78321423546538,194.72474670410156,3218600,0.0,0,197.58279144722513,207.9480237471076,187.21755914734266,6.524328679169571,4.001390570884951,2.5229381082846203,6.524328679169571,210.60130056494074,184.56428232950952
2018-11-15,194.1728467220948,198.24315341603003,191.52171779909006,197.8095245361328,3424600,0.0,0,197.60563919222676,207.84043743008837,187.37084095436515,6.721435616939971,3.5184067119284634,3.2030289050115073,6.721435616939971,210.66532226597866,184.54595611847486
2018-11-16,196.12421991699813,198.00662181785145,194.59661620144556,196.16363525390625,2939500,0.0,0,197.46112872255986,207.58967802372868,187.33257942139105,3.410005616405897,0.19709728171864072,3.2129083346872562,3.410005616405897,209.91908479792082,185.0031726471989
2018-11-19,196.16361266991794,196.51841081437135,185.82521611315659,186.54466247558594,4488100,0.0,0,196.37255249123507,207.20288261226116,185.54222237020898,10.693194701214765,0.35477556046510017,10.338419140749664,10.693194701214765,209.68679576021748,183.05830922225266
2018-11-20,179.35016093267942,186.0716107616596,174.8363457620193,184.35675048828125,7892900,0.0,0,195.17969664653873,207.0466971400136,183.31269615306385,11.235264999640293,0.4730517139263384,11.708316713566632,11.708316713566632,209.45799922261423,180.90139407046323
2018-11-21,185.8153316483715,187.3429350289512,183.54858183530078,184.94805908203125,3950200,0.0,0,194.1680446678079,206.86763420498744,181.46845513062834,3.7943531936504087,2.9861845406699388,0.8081686529804699,3.7943531936504087,207.81083921645677,180.525250119159
2018-11-23,182.20821581204692,183.53869729562402,179.62606845480116,179.96116638183594,2601000,0.0,0,192.76843132160369,206.71536021261988,178.8215024305875,3.9126288408228618,1.4093617864072314,5.321990627230093,5.321990627230093,206.12750076629834,179.40936187690903
2018-11-26,182.8981351580546,189.45202819867805,181.02558354767635,189.07752990722656,6917200,0.0,0,192.40600448124536,206.50193360546658,178.31007535702415,8.426444651001702,9.490861816842113,1.0644171658404105,9.490861816842113,206.29508424852864,178.51692471396208
