,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
0,NVDA,NVIDIA Corp,2022-11-15T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
1,NVDA,NVIDIA Corp,2022-08-16T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
2,NVDA,NVIDIA Corp,2022-05-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
3,NVDA,NVIDIA Corp,2022-02-22T10:59:00.000Z,TNS,1.22,,,EST,-18000000,EQUITY
4,NVDA,NVIDIA Corp,2021-11-17T16:20:00.000Z,TAS,1.11,1.17,5.41,EST,-18000000,EQUITY
5,NVDA,NVIDIA Corporation,2021-11-17T00:00:00.000Z,TNS,1.11,1.17,5.79,EST,0,EQUITY
6,NVDA,NVIDIA Corporation,2021-08-18T00:00:00.000Z,TNS,1.01,1.04,2.46,EST,0,EQUITY
7,NVDA,NVIDIA Corporation,2021-05-26T00:00:00.000Z,TNS,0.82,0.92,11.45,EST,0,EQUITY
8,NVDA,NVIDIA Corporation,2021-02-24T00:00:00.000Z,TNS,0.7,0.78,10.4,EST,0,EQUITY
9,NVDA,NVIDIA Corporation,2020-11-18T00:00:00.000Z,TNS,0.64,0.73,13.22,EST,0,EQUITY
10,NVDA,NVIDIA Corporation,2020-08-19T00:00:00.000Z,TNS,0.49,0.55,10.77,EST,0,EQUITY
11,NVDA,NVIDIA Corporation,2020-05-21T00:00:00.000Z,TNS,0.42,0.45,6.64,EST,0,EQUITY
12,NVDA,NVIDIA Corporation,2020-02-13T00:00:00.000Z,TNS,0.42,0.47,13.43,EST,0,EQUITY
13,NVDA,NVIDIA Corporation,2019-11-14T00:00:00.000Z,TNS,0.39,0.45,12.94,EST,0,EQUITY
14,NVDA,NVIDIA Corporation,2019-08-15T00:00:00.000Z,TNS,0.29,0.31,8.39,EST,0,EQUITY
15,NVDA,NVIDIA Corporation,2019-05-16T00:00:00.000Z,TNS,0.81,0.88,8.64,EST,0,EQUITY
16,NVDA,NVIDIA Corporation,2019-02-14T00:00:00.000Z,TNS,0.75,0.8,6.52,EST,0,EQUITY
17,NVDA,NVIDIA Corporation,2018-11-15T00:00:00.000Z,TNS,1.87,1.84,-1.34,EST,0,EQUITY
18,NVDA,NVIDIA Corporation,2018-08-16T00:00:00.000Z,TNS,1.77,1.94,9.79,EST,0,EQUITY
19,NVDA,NVIDIA Corporation,2018-05-10T00:00:00.000Z,TNS,1.59,2.05,28.69,EST,0,EQUITY
20,NVDA,NVIDIA Corporation,2018-02-08T00:00:00.000Z,TNS,1.17,1.78,52.4,EST,0,EQUITY
21,NVDA,NVIDIA Corporation,2017-11-09T00:00:00.000Z,TNS,0.94,1.33,40.89,EST,0,EQUITY
22,NVDA,NVIDIA Corporation,2017-08-10T00:00:00.000Z,TNS,0.7,0.92,31.81,EST,0,EQUITY
23,NVDA,NVIDIA Corporation,2017-05-09T00:00:00.000Z,TNS,0.66,0.79,19.88,EST,0,EQUITY
24,NVDA,NVIDIA Corporation,2017-02-09T00:00:00.000Z,TNS,0.83,0.99,19.57,EST,0,EQUITY
25,NVDA,NVIDIA Corporation,2016-11-10T00:00:00.000Z,TNS,0.57,0.83,45.61,EST,0,EQUITY
26,NVDA,NVIDIA Corporation,2016-08-11T00:00:00.000Z,TNS,0.37,0.4,6.95,EST,0,EQUITY
27,NVDA,NVIDIA Corporation,2016-05-12T00:00:00.000Z,TNS,0.32,0.33,3.77,EST,0,EQUITY
28,NVDA,NVIDIA Corporation,2016-02-17T00:00:00.000Z,TNS,0.32,0.35,10.06,EST,0,EQUITY
29,NVDA,NVIDIA Corporation,2015-11-05T00:00:00.000Z,TNS,0.25,0.44,75.3,EST,0,EQUITY
30,NVDA,NVIDIA Corporation,2015-08-06T00:00:00.000Z,TNS,0.1,0.05,-50.5,EST,0,EQUITY
31,NVDA,NVIDIA Corporation,2015-05-07T00:00:00.000Z,TNS,0.26,0.24,-7.34,EST,0,EQUITY
32,NVDA,NVIDIA Corporation,2015-02-11T00:00:00.000Z,TNS,0.28,0.35,22.81,EST,0,EQUITY
33,NVDA,NVIDIA Corporation,2014-11-06T00:00:00.000Z,TNS,0.28,0.31,8.77,EST,0,EQUITY
34,NVDA,NVIDIA Corporation,2014-08-07T00:00:00.000Z,TNS,0.2,0.22,9.17,EST,0,EQUITY
35,NVDA,NVIDIA Corporation,2014-05-06T00:00:00.000Z,TNS,0.17,0.21,21.8,EST,0,EQUITY
36,NVDA,NVIDIA Corporation,2014-02-12T00:00:00.000Z,TNS,0.18,0.24,32.6,EST,0,EQUITY
37,NVDA,NVIDIA Corporation,2013-11-07T00:00:00.000Z,TNS,0.2,0.2,2.53,EST,0,EQUITY
38,NVDA,NVIDIA Corporation,2013-08-08T00:00:00.000Z,TNS,0.13,0.16,24.4,EST,0,EQUITY
39,NVDA,NVIDIA Corporation,2013-05-09T00:00:00.000Z,TNS,0.1,0.13,33.7,EST,0,EQUITY
40,NVDA,NVIDIA Corporation,2013-02-13T00:00:00.000Z,TNS,0.24,0.28,18.18,EST,0,EQUITY
41,NVDA,NVIDIA Corporation,2012-11-08T00:00:00.000Z,TNS,0.3,0.33,11.68,EST,0,EQUITY
42,NVDA,NVIDIA Corporation,2012-08-09T00:00:00.000Z,TNS,0.14,0.22,55.5,EST,0,EQUITY
43,NVDA,NVIDIA Corporation,2012-05-11T00:00:00.000Z,TNS,0.1,0.1,4.68,EST,0,EQUITY
44,NVDA,NVIDIA Corporation,2012-02-15T00:00:00.000Z,TNS,0.19,0.19,0.44,EST,0,EQUITY
45,NVDA,NVIDIA Corporation,2011-11-10T00:00:00.000Z,TNS,0.26,0.29,11.67,EST,0,EQUITY
46,NVDA,NVIDIA Corporation,2011-08-11T00:00:00.000Z,TNS,0.25,0.25,-0.26,EST,0,EQUITY
47,NVDA,NVIDIA Corporation,2011-05-12T00:00:00.000Z,TNS,0.19,0.22,14.09,EST,0,EQUITY
48,NVDA,NVIDIA Corporation,2011-02-16T00:00:00.000Z,TNS,0.16,0.23,45.35,EST,0,EQUITY
49,NVDA,NVIDIA Corporation,2010-11-11T00:00:00.000Z,TNS,0.14,0.15,6.02,EST,0,EQUITY
50,NVDA,NVIDIA Corporation,2010-08-12T00:00:00.000Z,TNS,0.11,0.03,-71.99,EST,0,EQUITY
51,NVDA,NVIDIA Corporation,2010-05-13T00:00:00.000Z,TNS,0.21,0.23,8.9,EST,0,EQUITY
52,NVDA,NVIDIA Corporation,2010-02-17T00:00:00.000Z,TNS,0.2,0.23,16.1,EST,0,EQUITY
53,NVDA,NVIDIA Corporation,2009-11-05T00:00:00.000Z,TNS,0.1,0.19,85.58,EST,0,EQUITY
54,NVDA,NVIDIA Corporation,2009-08-06T00:00:00.000Z,TNS,-0.02,0.07,408.78,EST,0,EQUITY
55,NVDA,NVIDIA Corporation,2009-05-07T00:00:00.000Z,TNS,-0.11,-0.09,15.3,EST,0,EQUITY
56,NVDA,NVIDIA Corporation,2009-02-10T00:00:00.000Z,TNS,-0.09,-0.18,-102.82,EST,0,EQUITY
57,NVDA,NVIDIA Corporation,2008-11-06T00:00:00.000Z,TNS,0.12,0.2,69.23,EST,0,EQUITY
58,NVDA,NVIDIA Corporation,2008-08-12T00:00:00.000Z,TNS,0.12,0.13,12.83,EST,0,EQUITY
59,NVDA,NVIDIA Corporation,2008-05-08T00:00:00.000Z,TNS,0.38,0.36,-6.27,EST,0,EQUITY
60,NVDA,NVIDIA Corporation,2008-02-13T00:00:00.000Z,TNS,0.47,0.49,4.68,EST,0,EQUITY
61,NVDA,NVIDIA Corporation,2007-11-08T00:00:00.000Z,TNS,0.37,0.44,20.25,EST,0,EQUITY
62,NVDA,NVIDIA Corporation,2007-08-09T00:00:00.000Z,TNS,0.28,0.34,19.36,EST,0,EQUITY
63,NVDA,NVIDIA Corporation,2007-05-10T00:00:00.000Z,TNS,0.26,0.28,7.95,EST,0,EQUITY
64,NVDA,NVIDIA Corporation,2007-02-13T00:00:00.000Z,TNS,0.28,0.35,24.77,EST,0,EQUITY
65,NVDA,NVIDIA Corporation,2006-11-09T00:00:00.000Z,TNS,0.19,0.19,0.0,EST,0,EQUITY
66,NVDA,NVIDIA Corporation,2006-05-11T00:00:00.000Z,TNS,0.19,0.19,4.22,EST,0,EQUITY
67,NVDA,NVIDIA Corporation,2006-02-16T00:00:00.000Z,TNS,0.16,0.18,8.33,EST,0,EQUITY
68,NVDA,NVIDIA Corporation,2005-11-09T00:00:00.000Z,TNS,0.12,0.14,16.03,EST,0,EQUITY
