,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
69,NVDA,NVIDIA Corporation,2005-08-11T00:00:00.000Z,TNS,0.11,0.14,21.45,EST,0,EQUITY
70,NVDA,NVIDIA Corporation,2005-05-12T00:00:00.000Z,TNS,0.09,0.23,141.83,EST,0,EQUITY
71,NVDA,NVIDIA Corporation,2005-02-17T00:00:00.000Z,TNS,0.08,0.13,77.3,EST,0,EQUITY
72,NVDA,NVIDIA Corporation,2004-11-04T00:00:00.000Z,TNS,0.03,0.08,159.82,EST,0,EQUITY
73,NVDA,NVIDIA Corporation,2004-08-05T00:00:00.000Z,TNS,0.05,0.09,86.1,EST,0,EQUITY
74,NVDA,NVIDIA Corporation,2004-05-06T00:00:00.000Z,TNS,0.03,0.08,136.27,EST,0,EQUITY
75,NVDA,NVIDIA Corporation,2004-02-12T00:00:00.000Z,TNS,0.04,0.1,178.78,EST,0,EQUITY
76,NVDA,NVIDIA Corporation,2003-11-06T00:00:00.000Z,TNS,0.04,0.05,19.03,EST,0,EQUITY
77,NVDA,NVIDIA Corporation,2003-08-07T00:00:00.000Z,TNS,0.04,0.03,-26.85,EST,0,EQUITY
78,NVDA,NVIDIA Corporation,2003-05-08T00:00:00.000Z,TNS,0.04,0.04,13.67,EST,0,EQUITY
79,NVDA,NVIDIA Corporation,2003-02-13T00:00:00.000Z,TNS,0.02,0.05,151.73,EST,0,EQUITY
80,NVDA,NVIDIA Corporation,2002-11-07T00:00:00.000Z,TNS,0.03,0.02,-20.41,EST,0,EQUITY
81,NVDA,NVIDIA Corporation,2002-08-15T00:00:00.000Z,TNS,0.04,0.04,-6.5,EST,0,EQUITY
82,NVDA,NVIDIA Corporation,2002-05-22T00:00:00.000Z,TNS,0.15,0.16,1.54,EST,0,EQUITY
83,NVDA,NVIDIA Corporation,2002-02-14T00:00:00.000Z,TNS,0.03,0.04,26.88,EST,0,EQUITY
84,NVDA,NVIDIA Corporation,2001-11-08T00:00:00.000Z,TNS,0.08,0.09,19.15,EST,0,EQUITY
85,NVDA,NVIDIA Corporation,2001-08-14T00:00:00.000Z,TNS,0.07,0.07,4.89,EST,0,EQUITY
86,NVDA,NVIDIA Corporation,2001-05-22T00:00:00.000Z,TNS,0.07,0.07,1.91,EST,0,EQUITY
87,NVDA,NVIDIA Corporation,2001-02-15T00:00:00.000Z,TNS,0.06,0.01,-87.47,EST,0,EQUITY
88,NVDA,NVIDIA Corporation,2000-11-09T00:00:00.000Z,TNS,0.05,0.06,9.38,EST,0,EQUITY
89,NVDA,NVIDIA Corporation,2000-08-21T00:00:00.000Z,TNS,0.04,0.05,7.71,EST,0,EQUITY
90,NVDA,NVIDIA Corporation,2000-05-16T00:00:00.000Z,TNS,0.03,0.04,19.75,EST,0,EQUITY
91,NVDA,NVIDIA Corporation,2000-02-15T00:00:00.000Z,TNS,0.03,0.03,9.35,EST,0,EQUITY
92,NVDA,NVIDIA Corporation,1999-11-18T00:00:00.000Z,TNS,0.02,0.02,24.33,EST,0,EQUITY
93,NVDA,NVIDIA Corporation,1999-08-18T00:00:00.000Z,TNS,0.02,0.02,4.35,EST,0,EQUITY
94,NVDA,NVIDIA Corporation,1999-05-18T00:00:00.000Z,TNS,0.01,0.02,32.88,EST,0,EQUITY
