Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving average,upper_BB,lower_BB
2019-02-01,147.4499969482422,147.85000610351562,144.36000061035156,146.1199951171875,1749900,0,0,142.7256036351194,157.7956862193986,127.6555210508402
2019-02-04,145.33999633789062,147.4499969482422,144.67999267578125,146.63999938964844,1689800,0,0,143.098515661561,156.6157100067352,129.5813213163868
2019-02-05,147.5500030517578,151.57000732421875,146.67999267578125,146.88999938964844,2138500,0,0,143.45970787609525,156.21853801411535,130.70087773807515
2019-02-06,146.9600067138672,147.27000427246094,143.47000122070312,145.75999450683594,1452900,0,0,143.67883687462702,155.7747891836044,131.58288456564964
2019-02-07,144.3300018310547,147.6699981689453,143.05999755859375,147.6300048828125,1803200,0,0,144.05522263527786,155.42372736680844,132.68671790374728
2019-02-08,147.1300048828125,150.0,147.0,148.6199951171875,1450400,0,0,144.4900507200015,153.8160329080698,135.16406853193322
2019-02-11,149.6999969482422,151.92999267578125,149.27999877929688,149.7899932861328,1509200,0,0,144.9948994357221,151.56146630795084,138.42833256349334
2019-02-12,150.86000061035156,157.5500030517578,150.57000732421875,157.32000732421875,4021900,0,0,146.16891339379413,153.15186259968303,139.18596418790523
2019-02-13,157.94000244140625,158.6699981689453,154.11000061035156,155.27000427246094,2090600,0,0,147.03581366803624,153.86509762420653,140.20652971186595
2019-02-14,153.50999450683594,156.4199981689453,152.35000610351562,154.85000610351562,1121000,0,0,147.78012323575302,154.33964922630926,141.22059724519679
2019-02-15,155.60000610351562,156.22999572753906,150.5399932861328,151.08999633789062,1925900,0,0,148.0953878610818,154.3470650650358,141.84371065712782
2019-02-19,149.17999267578125,149.8000030517578,145.52999877929688,147.57000732421875,2451500,0,0,148.04534607379742,154.28268531685507,141.80800683073977
2019-02-20,147.4499969482422,149.50999450683594,147.02999877929688,148.1199951171875,1396900,0,0,148.05245621941117,154.32542902796985,141.7794834108525
2019-02-21,147.47000122070312,149.11000061035156,147.0500030517578,148.11000061035156,977300,0,0,148.05793713481023,154.36131874817025,141.75455552145021
2019-02-22,148.6999969482422,149.36000061035156,147.5,149.25999450683594,966400,0,0,148.17242818644254,154.45820289075692,141.88665348212817
2019-02-25,150.1199951171875,151.50999450683594,148.0500030517578,148.5399932861328,1216900,0,0,148.20743698619134,154.40294403243752,142.01192993994516
2019-02-26,148.1999969482422,151.39999389648438,148.19000244140625,150.97999572753906,1469000,0,0,148.47150794212118,154.70929992606995,142.2337159581724
2019-02-27,150.0,152.14999389648438,149.0500030517578,150.55999755859375,1146300,0,0,148.67042380709037,154.92548478281316,142.4153628313676
2019-02-28,150.17999267578125,151.22999572753906,148.52999877929688,150.4199981689453,1234600,0,0,148.8370591017177,155.09167843249563,142.58243977093977
2019-03-01,152.55999755859375,153.9499969482422,150.19000244140625,151.3800048828125,1671900,0,0,149.07925646638625,155.3264515311414,142.8320614016311
2019-03-04,152.10000610351562,152.88999938964844,146.4600067138672,147.77999877929688,1450000,0,0,148.9555120677492,155.04190484542812,142.86911929007027
2019-03-05,148.07000732421875,149.67999267578125,147.4499969482422,148.89999389648438,983300,0,0,148.95022440747536,154.86893324041887,143.03151557453185
2019-03-06,149.60000610351562,150.22999572753906,147.66000366210938,149.08999633789062,805300,0,0,148.9635365105166,154.72305037947913,143.20402264155408
2019-03-07,148.3699951171875,148.9199981689453,146.4199981689453,147.6999969482422,1465100,0,0,148.84319539654712,154.3585220037269,143.32786878936733
2019-03-08,146.00999450683594,146.6199951171875,141.77999877929688,142.50999450683594,2785400,0,0,148.24001520941732,154.65033196380483,141.8296984550298
2019-03-11,143.0,145.5399932861328,142.35000610351562,145.2899932861328,2086500,0,0,147.95905307133503,154.67432142498689,141.24378471768318
2019-03-12,145.27999877929688,146.05999755859375,142.6699981689453,145.7899932861328,2090100,0,0,147.7524708470646,154.69422065010454,140.81072104402463
2019-03-13,146.14999389648438,147.7100067138672,145.25,145.41000366210938,1309800,0,0,147.52937374921717,153.65106628406687,141.40768121436747
2019-03-14,145.08999633789062,145.08999633789062,141.00999450683594,144.17999267578125,2284200,0,0,147.21037862660503,152.90888177063684,141.51187548257323
2019-03-15,145.22999572753906,145.47999572753906,141.5500030517578,141.7899932861328,2251100,0,0,146.69414200879606,152.26084730280004,141.12743671479208
2019-03-18,141.64999389648438,144.49000549316406,141.50999450683594,144.3300018310547,1587700,0,0,146.46898207520385,151.99578952335253,140.94217462705518
2019-03-19,144.66000366210938,146.3000030517578,143.77000427246094,144.99000549316406,1176500,0,0,146.3281250535805,151.9563082547772,140.69994185238377
2019-03-20,145.4199981689453,145.5,142.1300048828125,144.35000610351562,1267900,0,0,146.13973022044203,151.89718836060968,140.3822720802744
2019-03-21,144.63999938964844,149.5500030517578,144.5399932861328,148.91000366210938,1672900,0,0,146.40356902013082,152.20247555423157,140.60466248603007
2019-03-22,145.72999572753906,147.6300048828125,142.24000549316406,143.2100067138672,2644600,0,0,146.09941685617088,152.05473971039712,140.14409400194464
2019-03-25,142.91000366210938,147.3699951171875,141.33999633789062,146.5800018310547,2539900,0,0,146.14518731300907,152.04457500993237,140.24579961608578
2019-03-26,148.00999450683594,148.42999267578125,142.8000030517578,143.55999755859375,3010800,0,0,145.8989765299229,151.59685978560435,140.20109327424143
2019-03-27,144.32000732421875,146.86000061035156,143.8800048828125,146.8000030517578,5524400,0,0,145.98478928442108,151.33333395123444,140.63624461760773
2019-03-28,169.14999389648438,171.4499969482422,166.10000610351562,167.5399932861328,14698300,0,0,148.0376811110825,158.9012224407071,137.17413978145788
2019-03-29,165.91000366210938,168.3000030517578,162.9499969482422,163.8699951171875,7223700,0,0,149.54553067795916,162.66906062626998,136.42200072964835
2019-04-01,164.75999450683594,167.1999969482422,163.22000122070312,165.52000427246094,3958200,0,0,151.0669183701093,166.4388567564979,135.6949799837207
2019-04-02,165.61000061035156,166.6999969482422,164.00999450683594,165.47000122070312,2207600,0,0,152.43864809588092,169.58182727478564,135.2954689169762
2019-04-03,165.60000610351562,167.5,163.9499969482422,166.2100067138672,1827900,0,0,153.7502125904284,172.47647699277283,135.02394818808395
2019-04-04,166.27000427246094,171.69000244140625,166.14999389648438,171.3699951171875,2790400,0,0,155.42829467697914,176.35210749273693,134.50448186122134
2019-04-05,172.0399932861328,172.89999389648438,168.83999633789062,169.3699951171875,1951900,0,0,156.75608108358878,178.7046012972417,134.80756086993586
2019-04-08,168.77999877929688,170.39999389648438,168.36000061035156,169.77000427246094,2135300,0,0,157.99550691064655,180.90698281368378,135.08403100760933
2019-04-09,169.41000366210938,169.8000030517578,165.52999877929688,167.52000427246094,2475600,0,0,158.90260492423775,182.24153051385184,135.56367933462366
2019-04-10,168.3000030517578,169.82000732421875,166.67999267578125,167.4600067138672,1573800,0,0,159.71759803129805,183.22424075835693,136.21095530423918
2019-04-11,167.69000244140625,168.66000366210938,166.92999267578125,168.0,1409400,0,0,160.50640037335742,183.87493000823247,137.13787073848238
2019-04-12,168.5,170.67999267578125,167.5,169.8800048828125,1523400,0,0,161.39912681854818,184.2045784587586,138.59367517833778
2019-04-15,170.02000427246094,173.07000732421875,170.02000427246094,172.00999450683594,2475600,0,0,162.40968790555638,184.8915195905075,139.92785622060526
2019-04-16,173.0,173.32000732421875,168.72999572753906,169.3300018310547,1759700,0,0,163.06876675558158,184.72209024737705,141.4154432637861
2019-04-17,169.88999938964844,171.99000549316406,167.92999267578125,171.22999572753906,1674600,0,0,163.84602808031428,184.36728282188938,143.3247733387392
2019-04-18,171.74000549316406,174.63999938964844,169.72000122070312,173.30999755859375,2293200,0,0,164.74735999943098,184.7153376896656,144.77938230919636
2019-04-22,173.1999969482422,173.66000366210938,172.0399932861328,173.02000427246094,1260900,0,0,165.53523206304067,183.33267511325997,147.73778901282137
2019-04-23,174.50999450683594,177.16000366210938,173.02999877929688,176.77999877929688,2411900,0,0,166.6061636782478,182.72944713010537,150.48288022639025
2019-04-24,177.7899932861328,179.5,174.41000366210938,178.27000427246094,2474900,0,0,167.7170070020448,180.3579921324716,155.076021871618
2019-04-25,178.33999633789062,179.22000122070312,176.61000061035156,177.2899932861328,1713300,0,0,168.62872099319765,176.71499575104414,160.54244623535115
2019-04-26,177.75,178.0399932861328,175.41000366210938,177.08999633789062,1585600,0,0,169.4345575493722,177.98377631833762,160.88533878040676
2019-04-29,176.61000061035156,178.85000610351562,176.5,177.5,1798700,0,0,170.20269562338532,178.65257371445176,161.7528175323189
2019-04-30,177.25999450683594,177.75,175.6300048828125,176.35000610351562,1268800,0,0,170.7881542455207,179.0592025835132,162.5171059075282
2019-05-01,176.22999572753906,178.27000427246094,175.5800018310547,175.6699981689453,1306800,0,0,171.2530921077634,179.11238143492992,163.39380278059687
2019-05-02,176.64999389648438,177.75,174.80999755859375,176.5500030517578,1369500,0,0,171.75756015611003,179.26264811841665,164.2524721938034
2019-05-03,176.83999633789062,178.97999572753906,176.00999450683594,178.63999938964844,1036600,0,0,172.41303095829153,180.30281618940424,164.52324572717882
2019-05-06,175.1999969482422,178.22000122070312,174.58999633789062,177.69000244140625,919900,0,0,172.9155999477498,180.82090992567655,165.01028996982305
2019-05-07,177.0,177.5,172.10000610351562,173.97999572753906,1818600,0,0,173.0169710249077,180.70651156737074,165.32743048244464
2019-05-08,173.86000061035156,177.0,172.7899932861328,175.1699981689453,1008300,0,0,173.2220213215437,180.3179695205149,166.1260731225725
2019-05-09,173.52999877929688,174.88999938964844,171.27999877929688,173.7100067138672,1218400,0,0,173.2684961397692,179.61417419092206,166.92281808861637
2019-05-10,173.50999450683594,175.11000061035156,170.00999450683594,173.67999267578125,1120500,0,0,173.30768630051892,178.8753670747433,167.74000552629454
2019-05-13,170.0,171.1300048828125,166.22000122070312,167.57000732421875,2019700,0,0,172.7612405012722,178.8363989740489,166.6860820284955
2019-05-14,168.5399932861328,171.50999450683594,167.32000732421875,170.67999267578125,1684300,0,0,172.5630263627742,178.79128908390283,166.33476364164557
2019-05-15,169.82000732421875,173.75,168.85000610351562,172.8800048828125,1223300,0,0,172.5932148015053,178.36570484880815,166.82072475420244
2019-05-16,173.89999389648438,177.05999755859375,173.67999267578125,176.8000030517578,1330000,0,0,172.99386140060705,178.5642948071612,167.4234279940529
2019-05-17,176.49000549316406,176.64999389648438,172.55999755859375,173.0,1577400,0,0,172.99444602925146,178.5878975751606,167.40099448334232
2019-05-20,171.0500030517578,174.86000061035156,170.27999877929688,174.14999389648438,1077000,0,0,173.10449822936147,178.63123612664583,167.5777603320771
2019-05-21,174.8800048828125,177.27000427246094,174.60000610351562,176.52999877929688,1444800,0,0,173.43073643672633,178.9432786244467,167.91819424900598
2019-05-22,176.0,176.2100067138672,174.52999877929688,175.72000122070312,877500,0,0,173.64876169037714,178.97318258303272,168.32434079772156
2019-05-23,173.55999755859375,174.92999267578125,169.99000549316406,170.1999969482422,1654100,0,0,173.3203078561671,178.94737267630305,167.69324303603113
2019-05-24,171.1699981689453,173.24000549316406,170.5500030517578,172.72000122070312,1509600,0,0,173.26313578789131,178.83495429062506,167.69131728515757
2019-05-28,173.11000061035156,176.0399932861328,173.02000427246094,173.5500030517578,2222300,0,0,173.29045648304123,178.685716359692,167.89519660639044
2019-05-29,172.44000244140625,172.8000030517578,160.8800048828125,161.58999633789062,4857100,0,0,172.17612682166995,179.90296262011844,164.44929102322146
2019-05-30,161.57000732421875,165.2899932861328,161.57000732421875,163.85000610351562,1915300,0,0,171.3831628640838,180.15619802888628,162.61012769928132
2019-05-31,161.0500030517578,165.6300048828125,160.8800048828125,165.58999633789062,1663700,0,0,170.83143266858053,180.01287965778752,161.64998567937354
2019-06-03,165.8300018310547,167.5,162.2899932861328,163.8699951171875,1634900,0,0,170.16843856154117,179.6040121987051,160.73286492437722
2019-06-04,165.39999389648438,169.36000061035156,165.02000427246094,169.0,1273600,0,0,170.057158690257,179.11367090204214,161.00064647847188
2019-06-05,170.13999938964844,173.82000732421875,169.3800048828125,173.52000427246094,1814500,0,0,170.3869535298124,179.41616305595747,161.3577440036673
2019-06-06,173.50999450683594,173.5399932861328,169.7100067138672,170.3800048828125,1685700,0,0,170.38629175386734,179.22294260166683,161.54964090606785
2019-06-07,171.66000366210938,172.8000030517578,169.58999633789062,172.49000549316406,1846600,0,0,170.58664545436562,179.3596750799793,161.81361582875195
2019-06-10,174.33999633789062,176.3800048828125,170.97999572753906,171.35000610351562,1930900,0,0,170.65934647219535,179.33766607069725,161.98102687369345
2019-06-11,172.30999755859375,173.94000244140625,170.30999755859375,171.6300048828125,2016200,0,0,170.75179013451975,179.30376222587032,162.1998180431692
2019-06-12,171.92999267578125,173.4499969482422,169.2899932861328,170.88999938964844,5417600,0,0,170.76495292125975,179.3159155252977,162.2139903172218
2019-06-13,181.9900054931641,182.88999938964844,172.5,174.52000427246094,11076700,0,0,171.12257687267604,179.78081487395175,162.46433887140032
2019-06-14,173.0399932861328,177.72000122070312,171.60000610351562,176.7100067138672,3635700,0,0,171.65471306580724,180.30049136159784,163.00893477001665
2019-06-17,177.74000549316406,184.67999267578125,177.08999633789062,183.33999633789065,3987500,0,0,172.7675972206003,182.99333265014837,162.5418617910522
2019-06-18,185.57000732421875,188.8000030517578,184.4499969482422,188.02999877929688,3034100,0,0,174.22115931356552,186.79558401644195,161.6467346106891
2019-06-19,188.1000061035156,189.0,186.08999633789065,187.1000061035156,1827600,0,0,175.4477161810559,189.56871506311478,161.32671729899704
2019-06-20,189.1999969482422,190.5200042724609,185.3699951171875,186.5,2366000,0,0,176.50031466356975,191.85891679831832,161.1417125288212
2019-06-21,184.6000061035156,184.8000030517578,180.8500061035156,181.8699951171875,4115900,0,0,177.01171281236887,192.749821705049,161.27360391968875
2019-06-24,182.16000366210935,184.30999755859372,181.5500030517578,182.63999938964844,2053200,0,0,177.54774011526723,193.74453761260415,161.35094261793031
2019-06-25,182.63999938964844,182.88999938964844,175.1699981689453,177.25999450683594,2708600,0,0,177.52033577115267,193.76005462540658,161.28061691689877
2019-06-26,178.0800018310547,180.7400054931641,177.02999877929688,177.30999755859375,1944500,0,0,177.50030356013224,192.5667095723368,162.43389754792767
2019-06-27,177.72000122070312,180.69000244140625,177.08999633789062,180.11000061035156,1410700,0,0,177.74884613971733,191.9210208340883,163.57667144534636
2019-06-28,181.0,181.1100006103516,178.64999389648438,180.2100067138672,3067000,0,0,177.98324238775314,191.3343704031577,164.63211437234858
2019-07-01,182.3300018310547,183.8300018310547,179.30999755859375,179.9499969482422,1813300,0,0,178.17055234797627,190.0658781921068,166.27522650384574
2019-07-02,179.9499969482422,182.6999969482422,179.58999633789062,180.8600006103516,1859500,0,0,178.42669028030136,189.65092271441654,167.20245784618618
2019-07-03,181.50999450683597,184.47000122070312,180.8000030517578,183.9900054931641,1178800,0,0,178.9565298292029,190.21209086133973,167.70096879706608
2019-07-05,183.1999969482422,183.4600067138672,180.6999969482422,183.2100067138672,1511700,0,0,179.36162286917138,190.03007210011378,168.69317363822898
2019-07-08,181.8600006103516,186.9499969482422,181.6000061035156,186.8000030517578,1882900,0,0,180.07004003469248,190.67866807592026,169.4614119934647
2019-07-09,184.92999267578125,186.5,183.8999938964844,186.0500030517578,2323100,0,0,180.63956032586873,190.68433590010045,170.594784751637
2019-07-10,187.0,187.32000732421875,183.16000366210935,183.8699951171875,1467000,0,0,180.94722078406005,190.04853179325374,171.84590977486636
2019-07-11,183.7100067138672,184.41000366210935,181.6000061035156,183.07000732421875,1244600,0,0,181.14939093185674,188.75063797983532,173.54814388387817
2019-07-12,185.0,190.5200042724609,184.6100006103516,189.5200042724609,3094500,0,0,181.94659220636808,189.3265099894453,174.56667442329086
2019-07-15,189.72000122070312,191.44000244140625,186.75,189.1699981689453,1815400,0,0,182.63453563448098,189.91010392885138,175.35896734011058
2019-07-16,189.32000732421875,191.13999938964844,187.6699981689453,190.17999267578125,1430100,0,0,183.35315059373033,191.20848963590473,175.49781155155594
2019-07-17,190.3300018310547,190.9600067138672,188.9900054931641,190.3800048828125,959700,0,0,184.0223748142112,192.20236469600994,175.84238493241244
2019-07-18,189.55999755859372,190.5,187.1000061035156,189.38999938964844,1114900,0,0,184.53357715643818,192.9566221324372,176.11053218043918
2019-07-19,190.1000061035156,190.5500030517578,187.8800048828125,187.94000244140625,952800,0,0,184.8579986131308,193.39071568908824,176.32528153717337
2019-07-22,189.4600067138672,189.66000366210935,186.0800018310547,187.75,970100,0,0,185.13342731739598,193.7346352441332,176.53221939065878
2019-07-23,189.0,189.83999633789065,186.7100067138672,189.07000732421875,1040800,0,0,185.50833969992652,194.29811147373977,176.71856792611328
2019-07-24,189.07000732421875,192.4199981689453,189.07000732421875,192.2100067138672,1067800,0,0,186.14659370268416,194.77619027035954,177.51699713500878
2019-07-25,192.9499969482422,193.7100067138672,190.6999969482422,191.2100067138672,1017100,0,0,186.6288235142505,194.68329685887142,178.5743501696296
2019-07-26,192.25,192.7400054931641,189.80999755859372,190.6100006103516,899000,0,0,187.00798323838407,194.740546390337,179.27542008643115
2019-07-29,190.6699981689453,192.33999633789065,188.67999267578125,192.08999633789065,841800,0,0,187.49198448675924,194.92135855512393,180.06261041839454
2019-07-30,190.97999572753903,193.4600067138672,189.4600067138672,191.7700042724609,1075500,0,0,187.899414943152,194.69866528044255,181.10016460586147
