Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving average,upper_BB,lower_BB,tr0,tr1,tr2,tr,upper_KC,lower_KC,squeeze_on,squeeze_off,value,pct_change,profitable?,colors
2018-10-08,208.64068715619794,208.7392480558583,200.3128024364827,205.25039672851562,5611000,0.0,0,205.25039672851562,,,8.426445619375585,,,8.426445619375585,222.1032879672668,188.39750548976446,0.0,0.0,,,0,yellow
2018-10-09,205.05326887654385,207.94093451082156,203.70307191210773,206.72869873046875,5659400,0.0,0,206.02650527954103,,,4.237862598713832,2.690537782305938,1.5473248164078939,4.237862598713832,218.4913571633132,193.56165339576884,0.0,0.0,,0.7202431885715121,1,yellow
2018-10-10,206.3049314026877,206.3049314026877,193.17741421323066,193.84759521484375,8455000,0.0,0,201.55448251640072,,,13.127517189457052,0.4237673277810359,13.551284517238088,13.551284517238088,219.3702823616085,183.73868267119295,0.0,0.0,,-6.230921780443888,0,yellow
2018-10-11,191.83702710444402,196.8436157482275,190.12218218166032,191.6990509033203,9185200,0.0,0,198.7093717879488,,,6.721433566567185,2.9960205333837564,3.725413033183429,6.721433566567185,215.2710510902198,182.14769248567782,0.0,0.0,,-1.108367792307241,0,yellow
2018-10-12,197.67150637757916,201.87978842238076,196.65637739984834,201.2687530517578,6160300,0.0,0,199.3284643358024,,,5.223411022532417,10.180737519060443,4.957326496528026,10.180737519060443,216.80139504048412,181.8555336311207,0.0,0.0,,4.992044615423685,1,yellow
2018-10-15,200.7759847261302,200.85483042765017,196.6465332184854,197.4251251220703,3969200,0.0,0,198.92694670129694,,,4.208297209164783,0.41392262410764147,4.622219833272425,4.622219833272425,214.6823117045202,183.17158169807368,0.0,0.0,,-1.9096992808908975,0,yellow
2018-10-16,199.75100871089666,205.1123961903155,199.60318241720245,204.77731323242188,4694900,0.0,0,200.03310620517001,,,5.509213773113061,7.687271068245195,2.1780572951321346,7.687271068245195,215.7173592890854,184.34885312125462,0.0,0.0,,3.7240387239494632,1,yellow
2018-10-17,204.62948960187592,204.9941378232541,201.73197390151853,204.3831024169922,4431200,0.0,0,200.785024908201,,,3.262163921735578,0.21682459083223193,3.045339330903346,3.262163921735578,214.90839327597655,186.66165654042544,0.0,0.0,,-0.19250707473745798,0,yellow
2018-10-18,203.9790079766699,204.22539514241083,199.3370671572678,200.6774139404297,6264500,0.0,0,200.76776358277849,,,4.888327985143036,0.15770727458135525,5.046035259724391,5.046035259724391,214.25477128550614,187.28075588005083,0.0,0.0,,-1.8131090255210869,0,yellow
2018-10-19,200.92381084841108,204.44222696416395,200.0663882823079,200.12551879882812,4832500,0.0,0,200.67104708326013,,,4.375838681856038,3.7648130237342627,0.6110256581217755,4.375838681856038,213.45746096242212,187.88463320409815,0.0,0.0,,-0.27501607219504454,0,yellow
2018-10-22,200.77599667303016,203.27928393255476,198.96259054500598,201.5447235107422,4045100,0.0,0,200.79571444082322,,,4.316693387548781,3.153765133726637,1.1629282538221446,4.316693387548781,213.00084368193507,188.59058519971137,0.0,0.0,,0.709157293098972,1,yellow
2018-10-23,196.60713779853648,200.78585513434197,193.75890233514247,199.504638671875,5076800,0.0,0,200.61983357121363,,,7.026952799199506,0.7588683764002155,7.785821175599722,7.785821175599722,213.2741270162937,187.96554012613356,0.0,0.0,,-1.012224385402205,0,yellow
2018-10-24,199.7115905761457,200.52959781242836,192.55651233442936,192.86203002929688,4415900,0.0,0,199.60461613317932,,,7.973085477999007,1.0249591405533636,6.948126337445643,7.973085477999007,212.68020562954104,186.5290266368176,0.0,0.0,,-3.329550975254869,0,yellow
2018-10-25,194.15310588471425,202.13605686279902,192.88175460007915,201.24905395507812,4940700,0.0,0,199.81241100748144,,,9.254302262719875,9.274026833502148,0.019724570782273076,9.274026833502148,213.56333354287017,186.06148847209272,0.0,0.0,,4.348717020404291,1,yellow
2018-10-26,196.321281298832,199.48489897302304,192.90142639826215,194.63600158691406,6523600,0.0,0,199.1780521196035,,,6.58347257476089,1.7641549820550892,8.34762755681598,8.34762755681598,213.28088604087785,185.07521819832917,0.0,0.0,,-3.2860042013614588,0,yellow
2018-10-29,197.45472378800895,199.41595643137774,184.91854085263444,188.2792510986328,6623800,0.0,0,197.877931527992,,,14.4974155787433,4.779954844463674,9.717460734279626,14.4974155787433,213.71116977858912,182.04469327739486,0.0,0.0,,-3.2659684932145883,0,yellow
2018-10-30,189.7969766937128,190.83180587040806,181.09457958186545,185.01705932617188,9239200,0.0,0,196.3797885461045,,,9.737226288542615,2.552554771775249,7.1846715167673665,9.737226288542615,212.62568937138317,180.1338877208258,0.0,0.0,,-1.7326347717157575,0,yellow
2018-10-31,190.45727703058574,197.0703151034452,190.45727703058574,194.8134002685547,7683500,0.0,0,196.2011191998858,,,6.613038072859467,12.053255777273336,5.440217704413868,12.053255777273336,213.31833458245748,179.0839038173141,0.0,0.0,,5.294831178303716,1,yellow
2018-11-01,196.01577171619485,197.10973132658856,192.1918381162097,196.8239288330078,4439000,0.0,0,196.27084696401565,,,4.91789321037885,2.2963310580338714,2.6215621523449784,4.91789321037885,212.59672413871644,179.94496978931485,0.0,0.0,,1.0320278593164423,1,yellow
2018-11-02,196.04534156523425,198.08543455062798,192.42837971525674,194.86268615722656,4261500,0.0,0,196.115786219923,207.7389826043737,184.4925898354723,5.657054835371241,1.2615057176201674,4.395549117751074,5.657054835371241,211.90649945783997,180.32507298200602,1.0,0.0,,-0.9964452429182202,0,yellow
