,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
63,QCOM,QUALCOMM Incorporated,2006-07-19T00:00:00.000Z,TNS,0.42,0.42,1.11,EST,0,EQUITY
64,QCOM,QUALCOMM Incorporated,2006-04-19T00:00:00.000Z,TNS,0.4,0.41,2.59,EST,0,EQUITY
65,QCOM,QUALCOMM Incorporated,2006-01-25T00:00:00.000Z,TNS,0.38,0.39,2.06,EST,0,EQUITY
66,QCOM,QUALCOMM Incorporated,2005-11-02T00:00:00.000Z,TNS,0.33,0.32,-2.11,EST,0,EQUITY
67,QCOM,QUALCOMM Incorporated,2005-07-20T00:00:00.000Z,TNS,0.25,0.28,10.67,EST,0,EQUITY
68,QCOM,QUALCOMM Incorporated,2005-04-20T00:00:00.000Z,TNS,0.27,0.29,6.42,EST,0,EQUITY
69,QCOM,QUALCOMM Incorporated,2005-01-19T00:00:00.000Z,TNS,0.27,0.28,5.44,EST,0,EQUITY
70,QCOM,QUALCOMM Incorporated,2004-11-03T00:00:00.000Z,TNS,0.29,0.29,-0.35,EST,0,EQUITY
71,QCOM,QUALCOMM Incorporated,2004-07-21T00:00:00.000Z,TNS,0.26,0.28,8.43,EST,0,EQUITY
72,QCOM,QUALCOMM Incorporated,2004-04-21T00:00:00.000Z,TNS,0.24,0.27,9.41,EST,0,EQUITY
73,QCOM,QUALCOMM Incorporated,2004-01-21T00:00:00.000Z,TNS,0.24,0.26,7.22,EST,0,EQUITY
74,QCOM,QUALCOMM Incorporated,2003-11-05T00:00:00.000Z,TNS,0.14,0.14,0.0,EST,0,EQUITY
75,QCOM,QUALCOMM Incorporated,2003-07-23T00:00:00.000Z,TNS,0.15,0.17,8.7,EST,0,EQUITY
76,QCOM,QUALCOMM Incorporated,2003-04-23T00:00:00.000Z,TNS,0.18,0.19,5.44,EST,0,EQUITY
77,QCOM,QUALCOMM Incorporated,2003-01-22T00:00:00.000Z,TNS,0.19,0.21,12.11,EST,0,EQUITY
78,QCOM,QUALCOMM Incorporated,2002-11-07T00:00:00.000Z,TNS,0.14,0.16,12.81,EST,0,EQUITY
79,QCOM,QUALCOMM Incorporated,2002-07-25T00:00:00.000Z,TNS,0.11,0.12,8.45,EST,0,EQUITY
80,QCOM,QUALCOMM Incorporated,2002-04-24T00:00:00.000Z,TNS,0.1,0.1,0.0,EST,0,EQUITY
81,QCOM,QUALCOMM Incorporated,2002-01-24T00:00:00.000Z,TNS,0.11,0.12,1.26,EST,0,EQUITY
82,QCOM,QUALCOMM Incorporated,2001-11-06T00:00:00.000Z,TNS,0.12,0.12,-7.68,EST,0,EQUITY
83,QCOM,QUALCOMM Incorporated,2001-07-26T00:00:00.000Z,TNS,0.1,0.11,5.72,EST,0,EQUITY
84,QCOM,QUALCOMM Incorporated,2001-04-25T00:00:00.000Z,TNS,0.15,0.14,-0.18,EST,0,EQUITY
85,QCOM,QUALCOMM Incorporated,2001-01-25T00:00:00.000Z,TNS,0.14,0.14,3.57,EST,0,EQUITY
86,QCOM,QUALCOMM Incorporated,2000-11-02T00:00:00.000Z,TNS,0.14,0.13,-13.19,EST,0,EQUITY
87,QCOM,QUALCOMM Incorporated,2000-07-19T00:00:00.000Z,TNS,0.14,0.14,-1.34,EST,0,EQUITY
88,QCOM,QUALCOMM Incorporated,2000-04-18T00:00:00.000Z,TNS,0.12,0.13,6.91,EST,0,EQUITY
89,QCOM,QUALCOMM Incorporated,2000-01-25T00:00:00.000Z,TNS,0.12,0.13,4.4,EST,0,EQUITY
90,QCOM,QUALCOMM Incorporated,1999-11-02T00:00:00.000Z,TNS,0.11,0.11,3.64,EST,0,EQUITY
91,QCOM,QUALCOMM Incorporated,1999-07-19T00:00:00.000Z,TNS,0.08,0.09,20.07,EST,0,EQUITY
92,QCOM,QUALCOMM Incorporated,1999-04-20T00:00:00.000Z,TNS,0.04,0.05,38.25,EST,0,EQUITY
93,QCOM,QUALCOMM Incorporated,1999-01-19T00:00:00.000Z,TNS,0.04,0.04,9.57,EST,0,EQUITY
94,QCOM,QUALCOMM Incorporated,1998-11-03T00:00:00.000Z,TNS,0.03,0.03,7.07,EST,0,EQUITY
95,QCOM,QUALCOMM Incorporated,1998-07-21T00:00:00.000Z,TNS,0.02,0.02,25.26,EST,0,EQUITY
96,QCOM,QUALCOMM Incorporated,1998-04-21T00:00:00.000Z,TNS,0.01,0.02,20.69,EST,0,EQUITY
97,QCOM,QUALCOMM Incorporated,1998-01-20T00:00:00.000Z,TNS,0.03,0.04,17.09,EST,0,EQUITY
98,QCOM,QUALCOMM Incorporated,1997-11-11T00:00:00.000Z,TNS,0.02,0.03,12.61,EST,0,EQUITY
99,QCOM,QUALCOMM Incorporated,1997-07-22T00:00:00.000Z,TNS,0.02,0.02,8.0,EST,0,EQUITY
