Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving average,upper_BB,lower_BB,m_avg_08,m_avg_21,m_avg_34,m_avg_55,m_avg_89,tr0,tr1,tr2,tr,upper_KC,lower_KC,atr,plus_di,minus_di,adx,squeeze_on,squeeze_off,value,pct_change,profitable?,colors,slow_K,fast_K,rsi_14,Overbought,Oversold,Bullish swing,Bearish swing,Bullish pinbar,Bearish pinbar,Inside bar,Outside bar,Bullish engulfing,Bearish engulfing,pattern,ADX_trend,value_threshold,squeeze_threshold,squeeze_entry,Entry/Exit,buy_price,sell_price,squeeze_signal
2012-01-04,105.39814569712424,105.90359329734179,104.99213258803685,105.81244659423828,127186500,0.0,0,103.32598171757809,106.95017335194036,99.70179008321581,104.46762633329779,103.26640493350993,102.71841451965061,102.26047363976534,101.9077406928954,0.911460709304933,0.2568876699003795,0.6545730394045535,0.911460709304933,106.4162096796168,100.23575375553938,1.4370654755648684,32.23053468830061,23.343482767389343,11.932523736531568,0.0,1.0,1.9188623960165054,0.1568822859288721,1,cyan,87.29240019871708,91.85650143789225,67.01587783450287,70,30,False,True,False,False,False,False,False,False,['Bearish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-05,105.24072465823359,106.2516136234192,104.76013405925205,106.09417724609375,173895000,0.0,0,103.58994248766385,107.4435109590988,99.7363740162289,104.82908210929133,103.52390912842876,102.91513221405893,102.41051333036879,102.02729842003005,1.4914795641671503,0.439167029180922,1.0523125349862283,1.4914795641671503,106.67040227475438,100.50948270057332,1.444321184852201,31.49482076960132,22.710668978946362,12.225907052854401,0.0,1.0,2.258059569179397,0.2662547374372881,1,cyan,92.41531539595205,95.92845888627893,67.8412487801305,70,30,False,False,False,False,False,True,False,False,['Outside bar'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-06,106.22674521709408,106.24332079279256,105.47272088778935,105.82073211669922,148050000,0.0,0,103.80263419295522,107.80434570810698,99.80092267780347,105.0494487859472,103.73303162244095,103.08426061626777,102.54352383389465,102.13495053566405,0.7705999050032091,0.14914354669880936,0.6214563583043997,0.7705999050032091,106.74294652985702,100.86232185605343,1.3544863427668716,31.167993767991963,22.47499658375382,12.512299686072051,0.0,1.0,2.5232354762170175,-0.2577381120174471,0,cyan,93.25373849556028,91.97625516250969,66.11204718503923,70,30,True,True,False,False,True,False,False,False,"['Bullish swing', 'Bearish swing', 'Inside bar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-09,106.06103825317025,106.21018051935249,105.5721661894027,106.0776138305664,99530200,0.0,0,104.01951623585731,108.17107977501432,99.8679526967003,105.27792991370163,103.94647275127666,103.25831159656417,102.68091384285377,102.24615297194278,0.6380143299497973,0.3894484026532723,0.24856592729652505,0.6380143299497973,106.80831902641388,101.23071344530074,1.2589518211750128,31.122308741577502,22.442053468446602,12.777937218788987,0.0,1.0,2.8449489707781614,0.24275178287738175,1,cyan,94.53125858543245,95.68906170750873,66.9639452895677,70,30,False,False,False,False,True,False,False,False,['Inside bar'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-10,107.21279215742295,107.42822408535372,106.84820532287799,106.99736022949219,115282000,0.0,0,104.30337776612927,108.74828420599619,99.85847132626236,105.66002554818388,104.22417779639314,103.47550381326838,102.84818963886887,102.37936335713131,0.5800187624757314,1.3506102547873127,0.7705914923115813,1.3506102547873127,107.08420843661744,101.5225470956411,1.2711734911344514,35.49384564977266,20.629085434701164,13.077138719469591,0.0,1.0,3.0575540243201837,0.867050422528215,1,cyan,94.02066180189746,94.39666853567394,69.8831922963973,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-11,106.66592259866837,107.19622732658837,106.49192327421292,107.05536651611328,111540700,0.0,0,104.56568708681407,109.21808194757564,99.91329222605249,105.97010132435832,104.48185520586368,103.68325304593358,103.01073694418365,102.50970728994356,0.7043040523754485,0.19886709709618344,0.505436955279265,0.7043040523754485,107.22162648689934,101.90974768672879,1.195587975570345,35.02708310086952,22.49831081194536,14.016557718272622,0.0,1.0,3.3853667822495654,0.054212820294519126,1,cyan,94.52141157113454,93.4785044702209,70.06286600808659,70,30,False,True,False,False,False,False,False,False,['Bearish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-12,107.36194444236665,107.46965408197148,106.50847293136233,107.31221771240234,118983700,0.0,0,104.82745569399832,109.56549768392182,100.08941370407481,106.26834941472248,104.73943043295344,103.89366455888567,103.17644364702448,102.64282512668848,0.9611811506091499,0.4142875658582028,0.5468935847509471,0.9611811506091499,107.41663640596785,102.23827498202878,1.1643326844521538,35.07100016919494,21.443489926007853,14.586145618752683,0.0,1.0,3.58286776095584,0.23992369990195606,1,cyan,94.800543556645,96.52645766404018,70.89098793060647,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-13,106.59132411683636,106.93105385443232,105.82901205621583,106.75704193115234,179836200,0.0,0,105.01134928452292,109.50830911007928,100.51438945896656,106.37694775287713,104.92302431955706,104.05954738984377,103.31399330472973,102.75624122196633,1.10204179821649,0.38116385797002295,1.483205656186513,1.483205656186513,107.63485634333163,102.38784222571421,1.2068503159817798,31.406926942205832,23.244077571664185,15.223139391404523,0.0,1.0,3.551120367014666,-0.5173462939121021,0,blue,90.90025835792846,82.69581293952432,66.60246286719416,70,30,False,True,True,False,False,False,False,False,"['Bearish swing', 'Bullish pinbar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-17,107.78451842563857,107.98338739962423,106.80676177453334,107.17134857177734,132209200,0.0,0,105.21718854751431,109.47716052471642,100.9572165703122,106.55348126966786,105.12759435599845,104.23967979816476,103.4617754995554,102.87730488582648,1.1766256250908924,1.2263454684718909,0.04971984338099844,1.2263454684718909,107.82515342630154,102.60922366872708,1.2094497351003768,35.333706878740514,21.529954771455888,15.250430996316338,0.0,1.0,3.4304531437017367,0.38808366467495414,1,blue,87.23025373286168,82.46849059502053,68.15088835859123,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-18,107.14649800160838,108.41425775911756,106.95592312552445,108.35626220703125,163395200,0.0,0,105.51631235203587,109.60851774636691,101.42410695770482,106.95409925836016,105.42134056673582,104.47779867777923,103.64880624534261,103.02676276123623,1.458334633593111,1.2429091873402172,0.21542544625289395,1.458334633593111,108.15236334822944,102.8802613558423,1.242635112424793,34.410455205309155,19.451957169927027,15.915870700966844,0.0,1.0,3.4693188550376832,1.1056253849976772,1,cyan,88.00625649497313,98.85446595037455,72.13061098991491,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-19,108.72912479883198,109.01914047445673,108.38111357415802,108.92799377441406,126328900,0.0,0,105.84139605222235,109.36468061444056,102.31811149000414,107.3927424863739,105.74035523864217,104.73503467728821,103.85003466602522,103.18692978718607,0.638026900298712,0.6628782674254836,0.024851367126771606,0.6628782674254836,108.3582441695083,103.3245479349364,1.1653327377429017,37.7839489835346,19.254974828895257,16.79039249995709,0.0,1.0,3.5207523757834602,0.5276405403228379,1,cyan,93.22786820793571,98.36064807841205,73.82984038066914,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-20,108.7457146415856,109.33401489257812,108.48055597268777,109.33401489257812,138230200,0.0,0,106.17417614455468,109.7766901010267,102.57166218808266,107.82413635612048,106.06726398807061,105.00069549287919,104.0585681224881,103.35295293130137,0.8534589198903575,0.4060211181640625,0.447437801726295,0.8534589198903575,108.61734636252885,103.73100592658051,1.1237488804192308,38.381968117362504,18.536122045990464,17.927963496030983,0.0,1.0,3.4418862624054034,0.37274267531717253,1,blue,99.0717046762622,100.0,74.99578756512322,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-23,108.96941900270264,109.58258889105439,108.53026105680887,109.05228424072266,129295800,0.0,0,106.44839330484717,109.99282522727411,102.90396138242023,108.09705810909138,106.33878985724,105.23459060127976,104.24802088187576,103.50614971415209,1.0523278342455171,0.24857399847626027,0.8037538357692569,1.0523278342455171,108.8607712837425,104.03601532595185,1.114225938982489,37.53460679090611,17.354765250321353,19.151984086116325,0.0,1.0,3.405079376170935,-0.25767886794633155,0,blue,95.78802582544976,89.00342939793727,72.57945681526559,70,30,False,False,False,True,False,False,False,False,['Bearish pinbar'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-24,108.38111357415802,108.96113228194795,108.2153957495694,108.92799377441406,103083300,0.0,0,106.68463273920128,110.21420491469448,103.15506056370808,108.28171047960359,106.5742985007146,105.44768297929947,104.42517679287097,103.65121206369479,0.7457365323785581,0.09115195877470228,0.8368884911532604,0.8368884911532604,109.02982909612321,104.33943638227935,1.0772471573363784,36.04139740957618,18.758584261404522,20.387467574987703,0.0,1.0,3.2681267369768863,-0.11397328095781312,0,blue,91.80984368405022,86.4261016542134,71.48518811903985,70,30,False,True,False,False,False,False,False,False,['Bearish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-25,108.76227731650127,110.09632683799255,108.33969491284671,109.83946228027344,198613200,0.0,0,106.98519285123325,110.6975771029071,103.2728085995594,108.62787754706139,106.87127655206604,105.70092851890386,104.62969179374242,103.8160326161718,1.7566319251458395,1.168333063578487,0.5882988615673526,1.7566319251458395,109.43662902687409,104.53375667559241,1.16783275959945,37.827433083530885,16.0640119046911,21.2316716761777,0.0,1.0,3.2955726244194365,0.8367624099889337,1,cyan,90.20530046775521,95.18637035111502,74.51916614471756,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-26,110.32831607786652,110.53546651184183,108.8451245337253,109.2760009765625,184880500,0.0,0,107.2034308511128,110.94991496049752,103.45694674172807,108.77190497604727,107.08998492732397,105.906972567593,104.80483724303653,103.9608169728903,1.6903419781165354,0.696004231568395,0.9943377465481404,1.6903419781165354,109.73938160573618,104.66748009648941,1.2375012996544514,35.68266209342952,14.073922129187627,22.619195927192802,0.0,1.0,3.256550705084181,-0.5129862182620459,0,blue,85.57844914694265,75.12287543549954,69.5897624490365,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-27,108.74569731359479,109.41686270253692,108.67111354768849,109.22628784179688,135259100,0.0,0,107.39613646415252,110.8606423044551,103.93163062384994,108.87287894632718,107.28427267039753,106.09818260503276,104.97117693877028,104.0998465931813,0.7457491548484256,0.1408617259744176,0.604887428874008,0.7457491548484256,109.83709867248984,104.9551742558152,1.1719338215288861,34.9810100978595,14.860390578727229,24.09391934292662,0.0,1.0,3.146304555391944,-0.045493186355061166,0,blue,81.31068852801184,73.62281979742097,69.15510971935159,70,30,False,True,False,False,False,False,False,False,['Bearish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-30,108.14080321699186,108.91140937188938,107.76793498102273,108.85340118408203,147311800,0.0,0,107.53495784163059,110.79817993982198,104.2717357434392,108.86855055471337,107.42697305692295,106.25682434535946,105.11695240079965,104.22483687904948,1.1434743908666434,0.314878469907498,1.4583528607741414,1.4583528607741414,110.0191853291532,105.05073035410797,1.2101232920189064,31.45171013448226,18.704452282751557,25.182840881711318,0.0,1.0,2.812352971736892,-0.34138911527866744,0,blue,71.00205064645588,64.26045670644717,65.83360355043496,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-01-31,109.39197685169651,109.52454348664705,108.2816411993626,108.81195831298828,157212000,0.0,0,107.65660409731188,110.50583656345292,104.80737163117085,108.85597450098814,107.55292280384363,106.40388140072497,105.25544375655356,104.3449618300044,1.2429022872844513,0.6711423025650163,0.571759984719435,1.2429022872844513,110.14097500420557,105.1722331904182,1.2144938510304928,32.709034070659385,17.30307334247953,25.22703151415103,0.0,1.0,2.517999905833991,-0.038072187587112616,0,blue,67.08772641670704,63.37990274625299,65.45731013610134,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-01,109.61573766441437,110.32005432315508,109.48317097201326,109.764892578125,166234500,0.0,0,107.85743405012771,110.65610501705204,105.05876308320337,109.05795629601411,107.75407193847417,106.5972401452674,105.42416296549366,104.48633534566093,0.8368833511418217,1.5080960101667955,0.6712126590249738,1.5080960101667955,110.39016699071212,105.3247011095433,1.253641009816061,33.96130770043281,15.563040213246712,25.658714430100108,0.0,1.0,2.2812963764863636,0.8757624436789291,1,blue,70.42255127361602,83.6272943681479,69.74025121484364,70,30,False,False,False,True,False,False,False,False,['Bearish pinbar'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-02,109.98031353916446,110.22061514186335,109.549449705808,109.93888092041016,113090400,0.0,0,108.05570332685872,110.79129044432072,105.32011620939672,109.25371732373809,107.95274568499579,106.78941012771318,105.59279259412487,104.62801246007758,0.6711654360553467,0.4557225637383482,0.21544287231699855,0.6711654360553467,110.48018806782194,105.6312185858955,1.175977248826638,33.61340268911159,15.403609966056516,26.481144279630875,0.0,1.0,2.1647721688441677,0.15851001007569643,1,blue,78.11043144301873,87.3240972146553,70.46041653473337,70,30,False,True,False,False,True,False,False,False,"['Bearish swing', 'Inside bar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-03,111.03264024584638,111.54636931152446,110.8420653736529,111.4800796508789,160598500,0.0,0,108.38188835002134,111.30685648191555,105.45692021812714,109.74846450770521,108.27349276161232,107.05906124044735,105.81232983326596,104.80538709008886,0.7043039378715577,1.6074883911143019,0.9031844532427442,1.6074883911143019,110.87825401118573,105.88552268885695,1.2335122932557636,37.44280452400456,13.634403907841369,27.292972103272824,0.0,1.0,2.258688452571097,1.4018686724531104,1,cyan,89.8509199104548,98.60136814856119,75.92601832405764,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-06,111.01606608961967,111.45522403398543,110.89178087648224,111.40550994873047,107694500,0.0,0,108.66989540632592,111.60467195091812,105.73511886173372,110.11669682802454,108.5582864563765,107.3088383502537,106.0205716689236,104.97561608353665,0.5634431575031869,0.024855616893475485,0.5882987743966623,0.5882987743966623,111.04625481768427,106.29353599496757,1.1474835319097603,37.37039444186522,13.608036537142553,28.6753025391956,0.0,1.0,2.2896831311316914,-0.06689060716673634,0,cyan,94.28564407220735,96.93146685340558,75.20100545369812,70,30,False,True,False,False,True,False,False,False,"['Bearish swing', 'Inside bar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-07,111.17349629800104,111.87781284933229,110.7343383779576,111.68722534179688,135528100,0.0,0,108.95729907068059,111.89765599472597,106.01694214663522,110.46570316448584,108.8427943500353,107.56036933845142,106.23122943829475,105.14810480052613,1.143474471374688,0.472302900601818,0.67117157077287,1.143474471374688,111.32552857441642,106.58906956694476,1.1469489889317572,37.34895348110856,13.622439943866665,29.958243135607532,0.0,1.0,2.290210602643713,0.2528738418737575,1,cyan,96.96517718919989,95.36269656563292,76.1284101431532,70,30,False,False,False,False,False,True,False,False,['Outside bar'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-08,111.74522904219037,112.04352616866967,111.28949556514438,112.01866912841797,139361400,0.0,0,109.24889384016646,112.32066768075084,106.17711999958208,110.81080671207818,109.13156459038353,107.8164129703942,106.44606361784503,105.3240667054925,0.7540306035252939,0.35630082687279696,0.397729776652497,0.7540306035252939,111.5389115052415,106.95887617509142,1.0945597372393714,37.420190333851465,13.253456030964998,31.150857393010963,0.0,1.0,2.3140768206370086,0.29676069542132755,1,cyan,97.2375975275225,99.418629163529,77.20833907751843,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-09,112.20100141589032,112.35014370910358,111.49668464870335,112.1595687866211,148602900,0.0,0,109.52613170168702,112.67393149508337,106.37833190829068,111.1105316175672,109.40688480811825,108.06577199815092,106.65785541108407,105.49853938571523,0.8534590604002261,0.3314745806856081,0.521984479714618,0.8534590604002261,111.7631312455553,107.28913215781874,1.062412909258746,37.859298959307665,12.677924068384497,32.34482293475988,0.0,1.0,2.3696543510333963,0.12578229977147082,1,cyan,96.87410230952888,95.84098119942473,77.67079655381474,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-10,111.16521479441846,111.42207931622939,110.90005616322046,111.3309326171875,167907500,0.0,0,109.69803473929176,112.76581209796811,106.6302573806154,111.15950961748726,109.58182545750923,108.25318787859321,106.83084568012026,105.64691824151375,0.5220231530089308,0.7374894703917079,1.2595126234006386,1.2595126234006386,111.96067697217404,107.43539250640947,1.088692921496496,34.30334080144117,15.406207547516365,33.53482017670522,0.0,1.0,2.259476627475359,-0.7388011369855008,0,blue,91.00560659002177,77.7572094071116,68.82601548695406,70,30,False,True,True,False,False,False,False,False,"['Bearish swing', 'Bullish pinbar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-13,112.1264302692837,112.2921481428973,111.64583958537992,112.1595687866211,115841900,0.0,0,109.93248782229153,112.85102419238406,107.01395145219901,111.38174498842162,109.81619890291674,108.4773516072931,107.02785003714501,105.81207166118332,0.6463085575173864,0.9612155257098038,0.3149069681924175,0.9612155257098038,112.16419739176042,107.70077825282264,1.071695907167685,38.16092676877158,14.5314281710955,33.890101235676646,0.0,1.0,2.301045289730444,0.7443000341000205,1,cyan,89.81305726865368,95.84098119942473,72.23141284936356,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-14,111.86123277785127,112.08495878357547,111.23978148464099,112.01866912841797,165329500,0.0,0,110.13118806505247,112.86473529324277,107.39764083686217,111.52328368620636,110.01644921196822,108.68051755143043,107.21213053563042,105.96897178298198,0.8451772989344875,0.07461000304562049,0.9197873019801079,0.9197873019801079,112.32724441790857,107.93513171219637,1.0514413973273542,36.114928372608276,16.51364381478518,34.6345819023283,0.0,1.0,2.2016872885980323,-0.12562428665464642,0,blue,88.7880809849119,92.76605234819937,70.81486692057356,70,30,False,True,True,False,False,False,False,False,"['Bearish swing', 'Bullish pinbar']",20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-15,112.38322988676092,112.54894766455185,111.2728942243041,111.49662017822266,195195100,0.0,0,110.26123887635316,112.90114326324425,107.62133448946207,111.51735846220973,110.15102593658769,108.84204108845259,107.37013946746036,106.10828244217588,1.2760534402477504,0.5302785361338778,0.7457749041138726,1.2760534402477504,112.48966724224097,108.03281051046535,1.0813897070693694,35.671846280211,14.908348175879867,34.84063760616866,0.0,1.0,2.0047353259395235,-0.4660374509509957,0,blue,88.86549243044014,77.98944374369631,65.67567248025428,70,30,True,False,False,False,False,False,False,False,['Bullish swing'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-16,111.50495034147646,112.83070563595464,111.30608135774769,112.73127746582031,186567800,0.0,0,110.49649645332596,113.24022790370962,107.7527650029423,111.78711824079883,110.38561918142614,109.06506870046803,107.5676243546287,106.27470261332554,1.5246242782069572,1.3340854577319874,0.19053882047496984,1.5246242782069572,112.79955276526587,108.19344014138605,1.1404877137690204,33.171513889255195,13.125237657652628,35.29611337797053,0.0,1.0,2.0616082285943023,1.1073495193164584,1,cyan,89.59719595017218,98.03609175862088,71.03035430982064,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-17,113.12068769230329,113.21183436898158,112.65667284501608,113.029541015625,129869400,0.0,0,110.73775345845594,113.62348107305755,107.85202584385434,112.06321219076733,110.62599892887805,109.29236479639081,107.76859605426299,106.44394398091103,0.5551615239655092,0.480556903161272,0.07460462080423724,0.5551615239655092,112.93236899991943,108.54313791699245,1.0624441486829697,35.62709997661182,13.082170356767522,35.88353092592081,0.0,1.0,2.1745092506101873,0.26457923347416035,1,cyan,90.77601547892625,96.30251093446158,72.16024263356073,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
2012-02-21,113.29472422065214,113.55988287404813,112.73128104737643,113.07929229736328,134042300,0.0,0,110.96076942325836,113.90601336162278,108.01552548489393,112.2890077700154,110.84904518320882,109.50944034011303,107.96379261671147,106.60972195904048,0.8286018266717008,0.5303418584231281,0.2982599682485727,0.8286018266717008,113.1065250484078,108.81501379810891,1.0312651471004177,36.49303962951808,12.514273292505438,36.640577041803326,0.0,1.0,2.2887463371538046,0.044016176029071374,1,cyan,94.18330710621348,88.21131862555796,72.3539358554713,70,30,False,False,False,False,False,False,False,False,['No pattern'],20,2.296209059877999,1.0,0.0,0.0,,,0.0
