Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-10,134.27743213496322,134.7299851278122,131.49749998821991,134.15736389160156,6848100,0.0,0
2018-12-11,135.10864172997145,136.881903184821,134.64685812230627,135.30259704589844,9857400,0.0,0
2018-12-12,135.7643881246586,137.1405084245348,135.7643881246586,135.85675048828125,8869200,0.0,0
2018-12-13,135.72746197715728,137.23286715278812,135.57968782110785,136.54019165039062,6008300,0.0,0
2018-12-14,133.30771603115093,134.2682340254279,120.24847347094395,122.83446502685547,58140200,0.0,0
2018-12-17,118.51217516548256,121.58764219654284,117.13605467043593,119.26949310302734,36933100,0.0,0
2018-12-18,121.9570640976002,122.64973956870449,119.32489167039645,120.45164489746094,24640100,0.0,0
2018-12-19,119.94368719063374,121.3105770147433,117.37617108598272,117.85643005371094,21232100,0.0,0
2018-12-20,117.95802329719486,119.8328638939139,117.07139948503384,118.46598815917969,16609600,0.0,0
2018-12-21,118.03190769771886,120.61789904252787,117.40388163090866,118.29973602294922,19732900,0.0,0
2018-12-24,117.57012039714103,118.21661469022446,111.75164357435281,113.45100402832031,7531900,0.0,0
2018-12-26,113.9866777977963,117.07139633377575,112.68445153088912,117.02521514892578,9253000,0.0,0
2018-12-27,116.24942027452511,117.67171478271484,113.66342897849658,117.67171478271484,9918700,0.0,0
2018-12-28,118.1335013820587,118.9092945624362,117.06215988962165,117.54241180419922,6537200,0.0,0
2018-12-31,118.382857661992,119.6481545304738,117.68095154038514,119.18637084960938,7409900,0.0,0
2019-01-02,118.33667784276075,118.56756965836433,116.62807277028692,117.9857177734375,7631700,0.0,0
2019-01-03,118.34592463934717,118.46599290949982,115.77840842583669,116.11089324951172,8654500,0.0,0
2019-01-04,117.40388411565584,118.81693398806031,117.04369341271241,118.05961608886719,8831700,0.0,0
2019-01-07,117.87489912128761,118.53987579133468,117.10834357088918,117.30229187011719,8404700,0.0,0
2019-01-08,118.3828544967374,120.52553748306781,117.96725905983507,120.02681732177734,9351600,0.0,0
2019-01-09,119.90674238907496,120.28540835840231,118.52139146057648,119.07552337646484,7403500,0.0,0
2019-01-10,117.93030391320056,119.962149036184,117.93030391320056,119.79591369628906,6224400,0.0,0
2019-01-11,119.1401873461773,119.91598053273847,118.50292362417373,119.8328628540039,5300400,0.0,0
2019-01-14,118.90005925580648,119.10324518917464,117.8379484054695,118.47521209716797,7374400,0.0,0
2019-01-15,118.69687074656196,119.59273213537516,117.8933646764775,119.47266387939453,5194400,0.0,0
2019-01-16,119.51885212891382,119.51885212891382,118.12426348099373,118.25355529785156,6264200,0.0,0
2019-01-17,117.94878435374218,119.62044603354514,117.71789251833522,119.22330474853516,7632000,0.0,0
2019-01-18,119.97138560515538,121.15355061162586,119.55578314221971,120.70101165771484,10593000,0.0,0
2019-01-22,118.40132881882937,119.60196916563687,117.30228848822324,118.95547485351562,10568100,0.0,0
2019-01-23,118.6784018361725,119.4172585182478,118.15196874022818,118.95547485351562,9267800,0.0,0
2019-01-24,118.66916948673048,118.8631107312482,115.44591448111107,117.32075500488281,9917000,0.0,0
2019-01-25,118.33668309723917,118.63221730622494,117.32075342646603,118.42903137207031,7585100,0.0,0
